Station Name,Street Address,City,State,Zip Code,Connector1,Connector2,Connector3,Connector4,Geocode Status,Latitude,Longitude,ID
Holiday Inn Express & Suites - Tesla,2400 S US Highway 77,Kingsville,TX,78363,,,8,,200-9,27.493543,-97.844434,80217
The Notchland Inn - Tesla,2 Morey Rd,Hart's Location,NH,3812,,1,,,200-8,44.115548,-71.355134,73795
The White Barn Inn - Tesla,37 Beach Ave,Kennebunk,ME,4043,,2,,,200-9,43.355442,-70.479482,73798
York Harbor Inn - Tesla,480 York St,York,ME,3909,,1,,,200-9,43.134071,-70.638018,73800
Meijer - Tesla,1391 Conant St,Maumee,OH,43537,,,6,,200-9,41.579272,-83.66688,60108
Sandia Peak Inn,4614 Central Ave SW,Albuquerque,NM,87105,,2,,,200-9,35.084248,-106.689771,72304
Ruby Tuesday - Tesla,11 Ricky Ave,Bloomsburg,PA,17815,,,8,,200-9,41.017201,-76.491698,79204
Best Western Wesley Inn - Tesla,6675 Kimball Dr,Gig Harbor,WA,98335,,1,,,200-8,47.318344,-122.58676,71775
The Inn at Turkey Hill and Brewing Co - Tesla,991 Central Rd,Bloomsburg,PA,17815,,2,,,200-9,41.025138,-76.426501,75200
Vista Sotheby's International Realty - Tesla,608 Silver Spur,Rollins Hills Estates,CA,90274,,1,,,200-9,33.772021,-118.371139,74971
Chestnut Hill Hotel - Tesla,8229 Germantown Ave,Philadelphia,PA,19118,,1,,,200-8,40.073501,-75.202875,75184
Comfort Inn & Suites ,30 Louis Prima Dr,Covington,LA,70433,,6,,,200-9,30.43862,-90.080898,85500
Robert Woodall Chevrolet Buick Cadillac,1063 Riverside Dr,Danville,VA,24540,,1,,,200-9,36.595796,-79.400402,75616
Niner Wine Estates - Tesla,2400 CA 46 W,Paso Robles,CA,93446,,4,,,200-9,35.574136,-120.741735,74947
Northstar Village - Tesla,50 Trimont Ln,Truckee,CA,96161,,2,,,200-9,39.284709,-120.10589,70341
Rotta Winery - Tesla,250 Winery Rd,Templeton,CA,93465,,3,,,200-9,35.555173,-120.748471,74952
"Brendle Group, Inc",212 W Mulberry St,Fort Collins,CO,80521,,2,,,200-9,40.581824,-105.079708,77933
Trinidad Bay Bed & Breakfast - Tesla,560 Edwards St,Trinidad,CA,95570,,1,,,200-9,41.058645,-124.142723,70422
Bella Vista Vineyard - Tesla,41220 Calle Contento,Temecula,CA,92592,,3,,,200-9,33.525183,-117.063254,77901
Tahoe Luxury Properties - Tesla,135 River Rd,Tahoe City,CA,96145,,1,,,200-9,39.166986,-120.145331,79813
Big Y Supermarket - Tesla,10 Pleasant St,Lee,MA,1238,,,8,,200-9,42.295551,-73.240825,78514
Amy Home Services - Tesla,39 N Western Ave,Carpentersville,IL,60110,,1,,,200-9,42.11037,-88.296546,71146
Millennium Lakeside Garage - Tesla,5 S Columbus Dr,Chicago,IL,60603,,2,,,200-8,41.882137,-87.620604,75257
The Promenade in Temecula - Tesla,40820 Winchester Rd,Temecula,CA,92591,,,10,,200-9,33.526291,-117.15737,75999
Lutsen Resort - Tesla,5700 W Highway 61,Tofte,MN,55615,,2,,,200-8,47.636017,-90.714319,73768
21 Main at North Beach,719 N Beach Blvd,North Myrtle Beach,SC,29582,,2,,,200-9,33.797221,-78.741402,74753
Press 626 - Tesla,626 W Olney Rd,Norfolk,VA,23507,,1,,,200-9,36.860566,-76.299592,77468
Eastridge Shopping Center,2200 Eastridge Loop,San Jose,CA,95112,,2,,,200-9,37.325868,-121.813726,89032
Star One Credit Union,1306 Bordeaux Dr,Sunnyvale,CA,94089,,1,,,200-8,37.413479,-122.021912,89042
Ramada Sunnyvale,1217 Wildwood Ave,Sunnyvale,CA,94089,,3,,,200-9,37.391317,-121.99221,89043
Toyota Palo Alto,690 San Antonio Rd,Palo Alto,CA,94306,,1,,,200-9,37.415444,-122.103178,89028
Avalanche Biotechnologies,1035 O'Brien Dr,Menlo Park,CA,94025,,4,,,200-9,37.475121,-122.150214,88980
Mariposa Shopping Center,2656 Homestead Rd,Santa Clara,CA,95051,,2,,,200-8,37.339327,-121.973722,89039
Charles Center,36 S Charles St,Baltimore,MD,21201,,2,,,200-9,39.288039,-76.615283,89740
Quik Park - Tesla,444 E 86th St,New York,NY,10028,,2,,,200-8,40.776159,-73.947654,74461
Whole Foods Market,3780 Riverchase Village,Hoover,AL,35244,,4,,,200-9,33.37731,-86.800938,89926
Best Western Port Huron - Tesla,2282 Water St,Port Huron,MI,48060,,2,,,200-9,42.993412,-82.453041,71695
Champion Parking - Tesla,60 E End Ave,New York,NY,10028,,2,,,200-9,40.772794,-73.946969,74420
Home2 Suites - Tesla,2013 S Neil St,Champaign,IL,61820,,1,,,200-9,40.092448,-88.247278,75252
Hotel Monaco - Tesla,480 King St,Alexandria,VA,22314,,1,,,200-9,38.804558,-77.044205,75271
La Banque Hotel - Tesla,2034 Ridge Rd,Homewood,IL,60430,,1,,,200-9,41.561297,-87.667064,75255
Loews Chicago Hotel - Tesla,455 N Park Dr,Chicago,IL,60611,,2,,,200-9,41.890168,-87.61957,75256
Quirk Hotel - Tesla,210 W Broad St,Richmond,VA,23220,,1,,,200-9,37.547185,-77.443801,75274
The Hermitage Hotel - Tesla,231 6th Ave N,Nashville,TN,37219,,1,,,200-9,36.163737,-86.782516,75206
Cape Cod Cottages - Tesla,4150 SW Pacific Coast Hwy,Waldport,OR,97394,,2,,,200-9,44.396832,-124.087243,75744
Edwards Classic Chevrolet,1010 34th Ave,Council Bluffs,IA,51501,,1,,,200-9,41.227113,-95.85947,51802
City of Keizer,930 Chemawa Rd NE,Salem,OR,97303,4,,,,200-9,44.99574,-123.019758,34849
Northtowne Mitsubishi,101 NE Vivion Rd,Kansas City,MO,64118,,3,,,200-9,39.180435,-94.579259,46401
California State University - Fresno,5010 N Woodrow Ave,Fresno,CA,93710,,4,2,,200-8,36.80873,-119.740787,61815
Arundel Ford,1561 Portland Rd,Arundel,ME,4046,,1,,,200-9,43.420556,-70.515542,62831
Tremont Street Garage,400 15th St,Denver,CO,80202,2,2,,,200-9,39.742113,-104.991416,43833
AutoNation Nissan Thornton Road,811 Thornton Rd,Lithia Springs,GA,30122,,1,,,200-9,33.784015,-84.612737,39989
Casey Chevrolet,11700 Jefferson Ave,Newport News,VA,23606,,1,,,200-9,37.075503,-76.474858,53955
Virginia Tech - Corporate Research Center,1861 Pratt Dr,Blacksburg,VA,24060,,1,,,200-9,37.201753,-80.411162,54000
Sheraton Tarrytown - Tesla,600 White Plains Rd,Tarrytown,NY,10591,,,12,,200-8,41.062373,-73.837441,81040
Rowe Chevron - Tesla,2415 N Main St,Junction,TX,76849,,,8,,200-9,30.509527,-99.774244,81042
Hartsfield-Jackson Atlanta International Airport - Domestic Terminal South,6000 N Terminal Pkwy,Atlanta,GA,30320,16,6,,,200-8,33.64182,-84.44262,81089
Hartsfield-Jackson Atlanta International Airport - Domestic Terminal North,6000 N Terminal Pkwy,Atlanta,GA,30320,16,8,,,200-8,33.64182,-84.44262,81090
Renton City Hall - Public Access,1055 S Grady Way,Renton,WA,98057,,2,,,200-9,47.474537,-122.204976,43796
Maple Hill Farm Inn and Conference Center,11 Inn Rd,Hallowell,ME,4347,2,4,,,200-9,44.287626,-69.83755,76266
Jan's Cafe - Tesla,108 Bailey St,Lima,MT,59739,,,8,,200-8,44.63238,-112.592141,81036
AB Food Store,6190 US Highway 41 N,Apollo Beach,FL,33572,,,2,,200-9,27.768604,-82.39287,68333
Block 19 Municipal Ramp,145 E 7th St,St. Paul,MN,55101,,3,,,200-9,44.950635,-93.092529,52570
Hilton Columbus at Easton,3900 Chagrin Dr,Columbus,OH,43219,,2,,,200-8,40.048983,-82.913168,71072
Stoller Vineyards & Winery,16161 NE McDougall Rd,Dayton,OR,97114,,2,,,200-8,45.239084,-123.072385,34863
Gateway Ramp,400 S 3rd St,Minneapolis,MN,55415,2,,,,200-8,44.978436,-93.263535,53427
Goodwill,7051 Broadway Ave,Brooklyn Park,MN,55428,,,2,,200-9,45.081881,-93.379192,68346
Goodwill,4450 12th Ave E,Shakopee,MN,55379,,,2,,200-9,44.784264,-93.463069,68347
RE/MAX Masters,810 W South Boundary,Perrysburg,OH,43551,,1,,,200-8,41.540311,-83.635932,80595
Pittsburgh Parking Authority - Grant Street Transportation Garage,55 11th St,Pittsburgh ,PA,15222,,4,,,200-9,40.444975,-79.99285,68412
Fort Stephenson House,600 W State St,Fremont,OH,43420,,1,,,200-9,41.349091,-83.116676,80598
Osceola County Welcome Center & History Museum,4155 W Vine St,Kissimmee,FL,34741,,2,,,200-9,28.305301,-81.449486,67289
Firelands Apartments,1025 W Erie Ave ,Lorain,OH,44052,,1,,,200-9,41.467235,-82.181588,80606
Tesla Service Center,5180 Mayfield Rd,Lyndhurst,OH,44124,,4,1,,200-9,41.51948,-81.493187,80613
Herring Run Library Branch,3801 Erdman Ave,Baltimore,MD,21213,,,2,,200-9,39.315372,-76.569064,81373
Las Positas College,3000 Campus Hill Dr,Livermore,CA,94551,,12,,,200-8,37.709469,-121.795391,80482
Waikiki Trade Center,2255 Kuhio Ave,Honolulu,HI,96815,,2,,,200-9,21.279923,-157.826988,45958
Hyatt Regency Denver,650 15th St,Denver,CO,80202,4,,,,200-9,39.743687,-104.993312,36353
Bill Colwell Ford,238 Waterloo Rd,Hudson,IA,50643,,2,,,200-9,42.4087,-92.451869,63869
National Mall,610 Jefferson Dr SW,Washington,DC,20597,,1,,,200-8,38.888766,-77.020018,69713
Henderson Ford,810 E Ridge Rd,Webster,NY,14580,,2,,,200-9,43.205714,-77.476722,53975
Orange Motors,799 Central Ave,Albany,NY,12206,,1,,,200-8,42.678931,-73.788718,68578
East 149th Street Municipal Parking Garage ,315 E 149th St,Bronx,NY,10451,,3,,,200-9,40.817326,-73.920914,65291
State University of New York - Ulster Extension Center,124 Marys Ave,Kingston,NY,12401,,2,,,200-9,41.923179,-73.999551,67353
Country Club Nissan,55 Oneida St,Oneonta,NY,13820,,1,,,200-9,42.451248,-75.100448,44176
SUNation Solar Systems,171 Remington Blvd,Ronkonkoma,NY,11779,,3,,,200-9,40.79009,-73.130392,78416
King Windward Nissan,45-568 Kamehameha Hwy,Kaneohe,HI,96744,,1,1,,200-9,21.399116,-157.799326,39997
Price Chopper,1060 Madison Ave,Albany,NY,12208,,2,,,200-9,42.664671,-73.790463,68579
Kaiser Permanente - Waipio,94-1480 Moaniani St,Waipahu,HI,96797,,1,,,200-9,21.425789,-157.997126,45991
La Quinta Inn and Suites - Tesla,700 Bielenberg Dr,Woodbury,MN,55125,,1,,,200-9,44.93878,-92.955088,81862
Highland Lake Inn - Tesla,32 Maple St,Andover,NH,3216,,1,,,200-9,43.459961,-71.750544,81877
Cargill Chevrolet,23 Livery St,Putnam,CT,6260,,3,,,200-9,41.916161,-71.908102,49157
Premier Chevrolet,512 Providence Rd,Brooklyn,CT,6234,,1,,,200-9,41.798222,-71.906607,50806
Outrigger Reef,2169 Kalia Rd,Honolulu,HI,96815,,1,,,200-9,21.27858,-157.832725,45948
Country Club Imports,55 Oneida St,Oneonta,NY,13820,,3,,,200-9,42.451248,-75.100448,46417
Ridgefield BMW,746 Danbury Rd,Ridgefield,CT,6877,,2,,,200-8,41.330799,-73.473121,49158
Best Western Sovereign Hotel,1228 Western Ave,Albany,NY,12203,,1,,,200-9,42.676838,-73.828883,64004
Finger Lakes Waterfall Resort Motel & Cabins,3835 State Route 414,Burdett,NY,14818,,1,,,200-9,42.417911,-76.867321,63982
Kum & Go #206,1725 NW 86th St,Clive,IA,50325,,1,,,200-9,41.607327,-93.735902,40996
Mystic Marriott Hotel and Spa,625 North Rd,Groton,CT,6340,1,2,,,200-8,41.365973,-72.026147,62829
Kaiser Honolulu Clinic,1010 Pensacola St,Honolulu,HI,96814,,1,,,200-9,21.301035,-157.846302,46772
Torrington Town Hall,140 Main St,Torrington,CT,6790,,1,,,200-9,41.803232,-73.121227,49162
Kwik Trip #204,4701 Rib Mountain Dr,Wausau,WI,54401,1,,,,200-9,44.91394,-89.64836,60503
Kwik Trip #679,4220 County Rd J,Sheboygan,WI,53083,1,,,,200-9,43.790766,-87.761889,51324
Fort Dodge Ford Lincoln Toyota,2773 5th Ave S,Fort Dodge,IA,50501,,1,,,200-8,42.501194,-94.158984,63594
Pukalani Terrace Center,55 Pukalani St,Pukalani,HI,96768,,,4,,200-9,20.837739,-156.342492,68748
Riser Ford,4201 Central Ave,Hot Springs,AR,71913,,2,,,200-9,34.451641,-93.069826,64137
Holiday Inn Express - Albany Downtown,300 Broadway,Albany,NY,12207,2,2,,,200-9,42.645487,-73.750451,40693
New City Nissan,2295 N King St,Honolulu,HI,96819,,2,1,,200-9,21.335175,-157.88225,39995
Karl Chevrolet,261 Elm St,New Canaan,CT,6840,,1,,,200-9,41.145873,-73.499459,50815
Cogswell Motors,1900 E Main St,Russellville,AR,72801,,2,,,200-9,35.277594,-93.110985,64387
Target,345 Hahani St,Kailua,HI,96734,,2,,,200-9,21.391506,-157.739871,78967
Rent-A-Space Business Services Center,3600 Lower Honoapiilani Rd,Lahaina,HI,96761,,1,,,200-9,20.952654,-156.685975,49018
Steet-Ponte Ford Lincoln Mazda,5074 Commercial Dr,Yorkville,NY,13495,,1,,,200-9,43.110055,-75.293478,53976
Tony Nissan,94-1299 Ka Uka Blvd,Waipahu,HI,96797,,2,1,,200-8,21.42849,-157.998343,39998
21c Museum Hotel,200 NE A St,Bentonville,AR,72712,,3,,,200-9,36.373932,-94.2077,64389
Kum & Go #408,2811 E Central Ave,Bentonville,AR,72712,,1,,,200-9,36.380301,-94.177985,40965
Wyndham Hotel,227 Lewers St,Honolulu,HI,96815,,,1,,200-9,21.279107,-157.830786,49010
Elleair Golf Club,1345 Piilani Hwy,Kihei,HI,96753,,1,,,200-8,20.748419,-156.446058,49017
Kwik Star #790,1000 W Main St,Manchester,IA,52057,1,,,,200-9,42.483018,-91.470641,44497
Kwik Trip #659,1990 Scott Rd NW,Rochester,MN,55901,1,,,,200-9,44.044438,-92.514584,51284
Hawaii State Capitol Basement Parking Garage,415 S Beretania St,Honolulu,HI,96813,,1,,,200-9,21.30703,-157.857725,41984
Piilani Village Shopping Center,225 Piikea Ave,Kihei,HI,96753,,,4,,200-8,20.75106,-156.449107,61229
Dahl Ford,1310 E Kimberly Rd,Davenport,IA,52807,,2,,,200-8,41.556981,-90.556045,52310
Ramp Ford,4869 Nesconset Hwy,Port Jefferson Station,NY,11776,,1,,,200-9,40.91966,-73.051332,64141
Kaanapali Beach Hotel,2525 Kaanapali Pkwy,Lahaina,HI,96761,,,4,,200-9,20.924151,-156.694049,61226
Home Depot,4600 Kapolei Pkwy,Kapolei,HI,96707,,3,,,200-8,21.328109,-158.088522,61234
Kapiolani Medical Center,1319 Punahou St,Honolulu,HI,96826,,4,,,200-9,21.299888,-157.833777,61235
Kukui Grove Center,3-2600 Kaumualii Hwy,Lihue,HI,96766,,2,,,200-8,21.971767,-159.381603,61224
Ma`alaea Triangle,192 Maalaea Rd,Wailuku,HI,96793,,,4,,200-9,20.792801,-156.512156,61227
Kuakini Medical Center,347 N Kuakini St,Honolulu,HI,96817,,1,,,200-9,21.321776,-157.857179,61236
Queen Ka`ahumanu Center,275 W Kaahumanu Ave,Kahului,HI,96732,,,4,,200-8,20.888757,-156.475334,61230
Times Supermarket - Liliha Branch,1425 Liliha St,Honolulu,HI,96817,,1,,,200-9,21.319795,-157.861215,61239
Ward Warehouse,1050 Ala Moana Blvd,Honolulu,HI,96814,,1,,,200-9,21.294662,-157.8558,61242
Wilcox Memorial Hospital,3420 Kuhio Hwy,Lihue,HI,96766,,4,,,200-9,21.98654,-159.365869,61225
Metro-North Train Station - Cortlandt,2 Memorial Dr,Cortlandt Manor,NY,10520,,4,,,200-9,41.245835,-73.921543,65283
Princeville Shopping Center,5-4280 Kuhio Hwy,Princeville,HI,96722,,2,,,200-8,22.212721,-159.476393,45985
Lihue Airport,3901 Mokulele Loop,Lihue,HI,96766,,2,,,200-9,21.978146,-159.349042,49020
Davies Pacific Center,841 Bishop St,Honolulu,HI,96813,,1,,,200-9,21.307437,-157.862308,50067
Queen's Physician Office Building,1380 Lusitana St,Honolulu,HI,96813,,6,,,200-9,21.308447,-157.853161,46775
Pearlridge Shopping Center - Downtown,98-1005 Moanalua Rd,Aiea,HI,96701,,1,,,200-9,21.385212,-157.940293,49000
DFS Waikiki Galleria,330 Royal Hawaiian Ave,Honolulu,HI,96815,,3,,,200-9,21.280349,-157.828812,45956
Hilton - Waikiki Beach,2500 Kuhio Ave,Honolulu,HI,96815,,2,,,200-9,21.275234,-157.821849,46503
Hilo International Airport,2450 Kekuanaoa St,Hilo,HI,96720,,2,,,200-8,19.714462,-155.03839,49001
Kamehameha Shopping Center,1620 School St,Honolulu,HI,96817,,1,,,200-9,21.335709,-157.868093,51525
Waikiki Sand Villa,2375 Ala Wai Blvd,Honolulu,HI,96815,,1,,,200-9,21.278841,-157.823158,49009
Maui County Building,200 S High St,Wailuku,HI,96793,,1,1,,200-9,20.885375,-156.504221,49021
Marriott Wailea Beach,3700 Wailea Alanui Dr,Kihei,HI,96753,,2,,,200-8,20.688309,-156.439752,42705
Kauai Marriott Resort & Beach Club,3610 Rice St,Lihue,HI,96766,,2,,,200-9,21.965581,-159.357212,45980
Maui Memorial Medical Center,221 Mahalani St,Wailuku,HI,96793,,2,,,200-9,20.884721,-156.488527,45990
Holiday Inn Beachcomber,2300 Kalakaua Ave,Honolulu,HI,96815,,1,,,200-9,21.278247,-157.827342,45937
Kaimuki Shopping Center,3221 Waialae Ave,Honolulu,HI,96816,,2,,,200-9,21.286596,-157.807802,45939
Kapolei Judiciary,4675 Kapolei Pkwy,Kapolei,HI,96707,,2,,,200-8,21.327906,-158.086968,46788
Whole Foods Market,150 Ledge Rd,Darien,CT,6820,2,,,,200-9,41.072919,-73.476189,36355
Fairmont Orchid,1 N Kaniku Dr,Kamuela,HI,96743,,2,,,200-8,19.951022,-155.859109,51529
Waikele Center,94-849 Lumiaina St,Waipahu,HI,96797,,2,,,200-8,21.400736,-158.002668,45800
Waikiki Parc Hotel,2233 Helumoa Rd,Honolulu,HI,96815,,2,,,200-9,21.278092,-157.830594,45957
Outrigger Waikiki,2335 Kalakaua Ave,Honolulu,HI,96815,,1,,,200-9,21.269797,-157.822152,45949
Ritz Carlton Kapaalua,1 Ritz Carlton Dr,Lahaina,HI,96761,,2,,,200-9,21.001387,-156.653357,50071
Ohana Waikiki West,2330 Kuhio Ave,Honolulu,HI,96815,,2,,,200-9,21.278818,-157.825031,45947
Ohana Waikiki East,150 Kaiulani Ave,Honolulu,HI,96815,,2,,,200-9,21.277846,-157.825052,42384
Ohana Waikiki Malia,2211 Kuhio Ave,Honolulu,HI,96815,,2,,,200-9,21.280988,-157.828268,45946
Ohana Honolulu Airport Hotel,3401 N Nimitz Hwy,Honolulu,HI,96815,,2,,,200-9,21.336826,-157.917527,45945
Maui Beach Hotel,170 Kaahumanu Ave,Kahului,HI,96732,1,,,,200-9,20.890124,-156.470858,51528
ACT Inc,500 ACT Dr,Iowa City,IA,52243,,3,,,200-9,41.68009,-91.49918,49519
Kwik Trip #273,6516 Grand Ave,Duluth,MN,55807,1,,,,200-8,46.731172,-92.180261,71642
Kum & Go #570,5800 Northglenn Dr,Johnston,IA,50131,,1,,,200-9,41.682385,-93.698315,35841
Kwik Star #490,7500 Nordic Dr,Cedar Falls,IA,50613,1,,,,200-9,42.470441,-92.447165,42385
Jim Falk Motors of Maui,260 Hana Hwy,Kahului,HI,96732,,1,,,200-8,20.8891,-156.458605,39996
Autosaver Ford,11125 State Route 22,Comstock,NY,12821,,2,,,200-9,43.456212,-73.383459,53894
Kahala Mall,4211 Waialae Ave,Honolulu,HI,96816,,2,,,200-8,21.278524,-157.787208,45938
Dole Cannery,753 Iwilei Rd,Honolulu,HI,96817,,1,,,200-8,21.315891,-157.868865,51523
Kum & Go #134,1601 W Burlington Ave,Fairfield,IA,52556,,1,,,200-9,41.00709,-91.981752,40997
Kum & Go #572,4860 NW Urbandale Dr,Urbandale,IA,50322,,1,,,200-9,41.645933,-93.769432,40998
Central Arkansas Main Library - Parking Deck,100 Rock St,Little Rock,AR,72201,,1,,,200-9,34.746977,-92.267343,80095
Target,4380 Lawehana St,Honolulu,HI,96818,,2,,,200-8,21.354468,-157.929279,78965
Kum & Go #4110,2110 Guthrie Ave,Des Moines,IA,50317,,1,,,200-9,41.615759,-93.57875,35840
Dunedin Public Library,223 Douglas Ave,Dunedin,FL,34698,,,2,,200-9,28.002063,-82.786774,81656
iPark - Tesla,116 E 98th St,New York,NY,10029,,3,,,200-9,40.787343,-73.951003,82009
iPark - Tesla,249 N 7th St,Brooklyn,NY,11248,,2,,,200-9,40.716085,-73.954508,82011
The Villas at Gervasi Vineyard - Tesla,1700 55th St NE,Canton,OH,44721,,1,,,200-9,40.856186,-81.350537,81864
Cocoa Cottage Bed and Breakfast - Tesla,223 S Mears Ave,Whitehall,MI,49461,,2,,,200-9,43.407576,-86.347502,81872
Hampton Inn - Tesla,59 Newbury St,Peabody,MA,1960,,2,,,200-8,42.526848,-70.994447,81895
Icon Parking - Tesla,39 Exchange Pl,New York,NY,10005,,2,,,200-8,40.705801,-74.00988,81999
GGMC Parking - Tesla,300 E 74th St,New York,NY,10021,,2,,,200-8,40.769839,-73.956756,81993
The Promenade Shops at Evergreen Walk,401 Evergreen Way,South Windsor,CT,6074,,2,,,200-8,41.812674,-72.556137,81869
Best Western Red River Inn - Tesla,1008 Sheppard Rd,Burkburnett,TX,76354,,1,,,200-9,34.077126,-98.555624,81936
La Quinta Inn and Suites - Tesla,3960 Coleman Crossing Cir,Paducah,KY,42001,,1,,,200-9,37.086427,-88.682838,81893
Le Meridien Charlotte Hotel - Tesla,555 S McDowell St,Charlotte,NC,28204,,2,,,200-8,35.216619,-80.840233,81901
Hyatt Place - Tesla,91 SW 18th Ave,Dania Beach,FL,33004,,1,,,200-9,26.049096,-80.160077,81921
Orchid Key Inn - Tesla,1004 Duval St,Key West,FL,33040,,1,,,200-9,24.550549,-81.799435,81922
Kaiser Permanente - Moanalua Medical Center,3288 Moanalua Rd,Honolulu,HI,96819,,1,,,200-8,21.362292,-157.900139,46773
Akaku Center,333 Dairy Rd,Kahului,HI,96732,,1,,,200-8,20.882974,-156.454284,53853
Premier Kia,205 N Main St,Branford,CT,6405,,1,,,200-9,41.289894,-72.809324,79943
Bay Ridge Municipal Parking Garage,8501 5th Av,Brooklyn,NY,11209,,3,,,200-8,40.62215,-74.02565,65288
Kaiser Permanente - Mapunapuna,2828 Paa St,Honolulu,HI,96819,,1,,,200-9,21.345846,-157.894653,45940
Best Western Plaza Hotel,3253 N Nimitz Hwy,Honolulu,HI,96819,,2,,,200-9,21.336212,-157.913447,46498
Town Square - Tesla,6509 S Las Vegas Blvd,Las Vegas,NV,89119,,,10,,200-8,36.070474,-115.172512,81786
Lewis Ford,3373 N College Ave,Fayetteville,AR,72703,,1,,,200-9,36.112865,-94.146027,53364
Irish Rover,2319 Frankfort Ave,Louisville,KY,40206,,2,,,200-9,38.253611,-85.702581,82202
UCLA - Parking Structure 4,221 Westwood Plaza,Los Angeles,CA,90077,,,1,,200-8,34.072975,-118.444801,60125
Via Verde Park & Ride,181 E Via Verde,San Dimas,CA,91773,,1,,1 SP Inductive,200-8,34.077429,-117.81619,51947
Los Angeles County Sheriff - La Crescenta Station,4554 Briggs Ave,La Crescenta,CA,91214,,2,,,200-9,34.220972,-118.230266,67302
Los Angeles County - Museum of Art,5905 Wilshire Blvd,Los Angeles,CA,90036,,3,,,200-9,34.063383,-118.35808,46733
Internal Services Department Telecomm,1110 N Eastern Ave,Los Angeles ,CA,90063,,4,,,200-8,34.051025,-118.17487,63058
Los Angeles County Sheriff - Century Station,11705 S Alameda ,Lynwood,CA,90059,,2,,,200-8,33.928019,-118.225363,63059
Los Angeles County Sheriff - Headquarters,4700 Ramona Blvd,Monterey Park,CA,91754,,2,,,200-9,34.060685,-118.168137,63060
Los Angeles County Sheriff  - San Dimas Station,270 S Walnut Ave,San Dimas ,CA,91773,,2,,,200-9,34.104772,-117.801681,63062
Los Angeles County Sheriff  - Santa Clarita Station,23740 Magic Mountain Pkwy,Santa Clarita,CA,91355,,2,,,200-8,34.415477,-118.548126,63063
Los Angeles County Sheriff - Temple City Station,8838 Las Tunas Dr,Temple City,CA,91780,,2,,,200-9,34.103035,-118.07594,63064
Los Angeles County - Harbor UCLA Medical Center,1000 W Carson St,Torrance,CA,90502,,4,,,200-9,33.831538,-118.294546,63736
Los Angeles County Sheriff - Walnut Station,21695 Valley Blvd,Walnut,CA,91789,,2,,,200-9,34.029518,-117.83428,63065
San Dimas Park & Ride,205 S San Dimas Ave,San Dimas,CA,91773,,2,,,200-9,34.105203,-117.807471,21569
Helms Bakery Building,8800 Venice Blvd,Los Angeles,CA,90034,,6,,,200-9,34.029971,-118.385231,21525
Monterey Zoo,400 River Rd,Salinas,CA,93908,,1,,,200-9,36.594595,-121.624692,50742
