State,Zip Code,Returns Filed,AGI
TX,77455,890,50818
TX,77450,31260,3386042
TX,77449,49920,2379014
TX,77447,6760,468794
TX,77445,5560,310527
TX,77444,370,19598
TX,77442,410,28888
TX,77441,5910,1068430
TX,77437,7910,422893
TX,77435,2350,156700
TX,77434,2020,82837
TX,77433,33700,3326947
TX,77430,1020,74861
TX,77429,36650,3807720
TX,77426,960,86704
TX,77423,4880,277786
TX,77422,5780,378135
TX,77420,1030,53042
TX,77418,4520,368319
TX,77417,890,39431
TX,77414,9480,522205
TX,77407,21530,1683548
TX,77406,19110,2219918
TX,77401,8020,2538016
TX,77396,21840,1367255
TX,77389,13980,1918371
TX,77388,21220,1629923
TX,77386,22010,2164838
TX,77385,10300,772147
TX,77384,8220,894716
TX,77382,14960,3032512
TX,77381,15920,2951772
TX,77380,12510,1827781
TX,77379,35030,4005721
TX,77378,7030,328280
TX,77377,16340,1659701
TX,77375,22080,1730054
TX,77373,26940,1440243
TX,77372,5010,241979
TX,77371,2900,126114
TX,77365,14970,985751
TX,77364,980,50639
TX,77363,1470,80364
TX,77362,2380,174294
TX,77360,2170,93428
TX,77359,280,13122
TX,77358,2250,126526
TX,77357,9920,501672
TX,77356,13540,1502193
TX,77355,11580,1088395
TX,77354,16010,1514806
TX,77351,11250,585985
TX,77346,27470,2366849
TX,77345,12090,1822477
TX,77340,10560,512924
TX,77339,19090,1704859
TX,77338,18150,761820
TX,77336,6040,532091
TX,77335,890,35678
TX,77331,2750,165824
TX,77328,6550,339310
TX,77327,7910,386835
TX,77320,9890,446615
TX,77318,6980,523418
TX,77316,9750,1070063
TX,77306,4900,193014
TX,77304,12650,1027561
TX,77303,7810,368090
TX,77302,7820,511607
TX,77301,12780,468433
TX,77099,21370,664926
TX,77098,8600,1531318
TX,77096,15570,1407482
TX,77095,32580,2569579
TX,77094,4880,845114
TX,77093,18380,526774
TX,77092,15330,657085
TX,77091,11430,375474
TX,77090,17720,665984
TX,77089,24250,1283531
TX,77088,24410,850063
TX,77087,15510,515313
TX,77086,12170,404515
TX,77085,7990,280326
TX,77084,47170,2517551
TX,77083,33810,1310441
TX,77082,25970,1900025
TX,77081,18860,689237
TX,77080,18810,861847
TX,77079,15300,2526216
TX,77078,6420,179216
TX,77077,28130,2988488
TX,77076,13000,405846
TX,77075,17040,675901
TX,77074,15700,553213
TX,77073,18770,765270
TX,77072,25350,762448
TX,77071,12720,594331
TX,77070,24090,1695902
TX,77069,8900,923060
TX,77068,5240,406826
TX,77067,13480,427728
TX,77066,15650,726452
TX,77065,17370,1026092
TX,77064,22470,1306884
TX,77063,17300,1269214
TX,77062,12210,1057716
TX,77061,9970,353038
TX,77060,15990,448757
TX,77059,8010,1193750
TX,77058,8830,779785
TX,77057,19700,2778363
TX,77056,11770,4231183
TX,77055,17780,1838380
TX,77054,10640,580204
TX,77053,13880,448230
TX,77051,7090,185509
TX,77050,1990,66746
TX,77049,14670,685969
TX,77048,7620,251531
TX,77047,13500,577799
TX,77046,1390,254423
TX,77045,14700,491971
TX,77044,17290,1260547
TX,77043,13300,1042245
TX,77042,20160,1589124
TX,77041,16770,1448432
TX,77040,22610,1353777
TX,77039,11180,386807
TX,77038,11970,393623
TX,77037,7700,240378
TX,77036,27550,838076
TX,77035,15710,784252
TX,77034,15940,606701
TX,77033,13060,343840
TX,77032,5650,309295
TX,77031,7010,282064
TX,77030,5070,877772
TX,77029,7720,277484
TX,77028,7980,211994
TX,77027,8820,2084648
TX,77026,10060,260922
TX,77025,12330,1593145
TX,77024,17520,8684531
TX,77023,11820,454347
TX,77022,11660,351307
TX,77021,12250,489308
TX,77020,10390,341707
TX,77019,12190,4601914
TX,77018,12640,1385485
TX,77017,13600,480718
TX,77016,13000,365529
TX,77015,23540,921391
TX,77014,14340,543987
TX,77013,6930,227584
TX,77012,7690,230585
TX,77011,7380,233118
TX,77010,440,262939
TX,77009,17230,1154494
TX,77008,17780,2373150
TX,77007,21650,3491271
TX,77006,12740,1677409
TX,77005,11650,4721685
TX,77004,13280,979239
TX,77003,5130,325558
TX,77002,4150,1243119
TX,76957,180,19442
TX,76951,580,49742
TX,76950,1770,112385
TX,76945,740,36991
TX,76943,1600,90987
TX,76941,630,61304
TX,76937,120,4829
TX,76936,1160,61258
TX,76935,750,59331
TX,76934,420,18183
TX,76933,570,30749
TX,76932,1610,108653
TX,76905,5120,243762
TX,76904,15520,1145909
TX,76903,13860,489042
TX,76901,13250,700997
TX,76890,400,17325
TX,76882,110,3965
TX,76878,680,32149
TX,76877,1660,82581
TX,76875,280,16308
TX,76872,280,14619
TX,76871,320,14648
TX,76870,90,4064
TX,76866,250,13307
TX,76864,290,14492
TX,76861,900,52390
TX,76859,790,35360
TX,76858,90,9364
TX,76857,700,34486
TX,76856,1630,93056
TX,76854,130,5656
TX,76853,600,30887
TX,76852,110,6120
TX,76849,1660,85611
TX,76844,1450,72616
TX,76837,590,25853
TX,76834,2230,106451
TX,76832,260,17596
TX,76827,180,10311
TX,76825,2990,134084
TX,76823,1230,53433
TX,76821,2090,97740
TX,76802,2100,106288
TX,76801,10010,452623
TX,76712,11770,940353
TX,76711,3940,118000
TX,76710,11530,696258
TX,76708,11430,535660
TX,76707,6570,179606
TX,76706,12430,505968
TX,76705,12300,450764
TX,76704,2930,67221
TX,76701,720,32970
TX,76693,690,33473
TX,76692,4120,218423
TX,76691,2860,153706
TX,76690,490,21622
TX,76689,1650,93661
TX,76687,600,34726
TX,76682,1230,58975
TX,76681,180,7138
TX,76679,540,25097
TX,76676,170,6368
TX,76673,410,20275
TX,76671,660,33267
TX,76670,570,25676
TX,76667,4650,192507
TX,76666,100,4345
TX,76665,960,50353
TX,76664,1280,56355
TX,76661,2620,89447
TX,76660,200,7544
TX,76657,4510,386160
TX,76656,970,46472
TX,76655,3730,256935
TX,76653,450,23815
TX,76652,410,18493
TX,76651,1320,63113
TX,76649,290,22505
TX,76648,990,44431
TX,76645,4710,218261
TX,76643,6840,400458
TX,76642,2560,135043
TX,76641,660,29568
TX,76640,1340,59461
TX,76639,590,25431
TX,76638,1320,115938
TX,76637,220,12693
TX,76636,640,34993
TX,76635,480,16822
TX,76634,2910,152455
TX,76633,2350,179305
TX,76632,720,26620
TX,76631,200,10348
TX,76630,770,42683
TX,76629,890,44309
TX,76627,600,29041
TX,76626,710,37194
TX,76624,1110,53789
TX,76622,440,21712
TX,76621,530,28890
TX,76579,2080,110004
TX,76578,800,40674
TX,76577,1390,79797
TX,76574,8360,405998
TX,76571,3480,350998
TX,76570,1030,46074
TX,76569,1130,58833
TX,76567,3790,191781
TX,76566,140,6216
TX,76561,450,19672
TX,76559,2280,120551
TX,76557,2180,105622
TX,76556,580,34706
TX,76554,950,47250
TX,76550,5330,293849
TX,76549,20840,826224
TX,76548,12330,692635
TX,76544,8500,276395
TX,76543,12970,446812
TX,76542,20420,932374
TX,76541,7730,219643
TX,76539,3640,201828
TX,76538,330,19437
TX,76537,3000,157436
TX,76534,1120,62928
TX,76531,2030,128844
TX,76530,1150,57060
TX,76528,6800,335632
TX,76527,1850,101253
TX,76525,420,19191
TX,76524,1250,62724
TX,76522,16280,694014
TX,76520,3270,138889
TX,76519,230,10926
TX,76518,520,23502
TX,76513,15830,1024062
TX,76511,920,40404
TX,76504,10220,374498
TX,76502,17230,1150924
TX,76501,7090,296402
TX,76491,170,7880
TX,76487,1000,63476
TX,76486,530,25206
TX,76484,400,22943
TX,76483,420,34581
TX,76476,1180,74191
TX,76475,380,21167
TX,76474,130,6580
TX,76472,660,41511
TX,76471,640,27347
TX,76470,1110,43293
TX,76464,180,7643
TX,76463,180,11040
TX,76462,1260,96796
TX,76460,130,6619
TX,76458,2110,124992
TX,76457,1480,78149
TX,76455,340,15356
TX,76454,640,26345
TX,76453,520,58552
TX,76450,5630,359070
TX,76449,920,58915
TX,76448,2370,134345
TX,76446,3350,150799
TX,76445,150,5447
TX,76444,1460,65212
TX,76443,720,35613
TX,76442,3020,145972
TX,76437,2190,104427
TX,76436,100,4391
TX,76435,250,11264
TX,76433,610,41815
TX,76432,530,27297
TX,76431,1400,78869
TX,76430,1090,87443
TX,76427,310,16572
TX,76426,4590,269412
TX,76424,3330,147934
TX,76401,10780,574200
TX,76389,580,39543
TX,76384,5110,222513
TX,76380,1500,73627
TX,76379,230,12400
TX,76377,300,15544
TX,76374,1640,85565
TX,76372,340,14593
TX,76371,680,31541
TX,76367,4150,229129
TX,76366,950,57701
TX,76365,2020,114733
TX,76363,140,4552
TX,76360,1200,57289
TX,76357,270,14136
TX,76354,5030,248125
TX,76351,820,45054
TX,76311,1610,51762
TX,76310,8450,531662
TX,76309,5750,320527
TX,76308,9350,668350
TX,76306,6280,236011
TX,76305,2240,114481
TX,76302,5370,276447
TX,76301,6410,218381
TX,76273,4030,236691
TX,76272,2090,136239
TX,76271,730,47640
TX,76270,840,53496
TX,76266,6760,419409
TX,76265,720,37810
TX,76264,640,35918
TX,76262,16310,2537183
TX,76259,2090,148646
TX,76258,3100,230093
TX,76255,2150,109515
TX,76252,1420,108680
TX,76251,340,19550
TX,76250,600,45984
TX,76249,3910,243313
TX,76248,17480,2197734
TX,76247,6490,420294
TX,76245,780,43948
TX,76244,30920,2390728
TX,76240,11280,601370
TX,76239,460,31981
TX,76238,240,15904
TX,76234,7360,519994
TX,76233,1440,83123
TX,76230,4090,234063
TX,76228,420,22943
TX,76227,12970,919051
TX,76226,10670,1644479
TX,76225,1450,88813
TX,76210,18670,1363028
TX,76209,12030,506390
TX,76208,10260,685137
TX,76207,6610,418074
TX,76205,8520,465861
TX,76201,10100,364877
TX,76182,14970,1211363
TX,76180,17140,901852
TX,76179,25390,1779071
TX,76177,5990,429998
TX,76164,6720,217742
TX,76155,2810,158381
TX,76148,11530,544461
TX,76140,13130,522484
TX,76137,27460,1521168
TX,76135,9230,516066
TX,76134,11480,445766
TX,76133,23280,1062440
TX,76132,13190,1259472
TX,76131,16470,968906
TX,76127,250,9070
TX,76126,10720,1134441
TX,76123,14620,819931
TX,76120,8230,370836
TX,76119,18530,514566
TX,76118,7390,399853
TX,76117,14360,531373
TX,76116,22600,1538741
TX,76115,8670,254507
TX,76114,11280,471074
TX,76112,19370,737214
TX,76111,9290,326018
TX,76110,13280,685036
TX,76109,9780,1543476
TX,76108,19240,1181560
TX,76107,14570,2248608
TX,76106,14240,419002
TX,76105,9100,220634
TX,76104,7070,252161
TX,76103,6400,231309
TX,76102,4270,1456630
TX,76093,980,63593
TX,76092,12950,3889308
TX,76088,5190,377116
TX,76087,12680,1112735
TX,76086,9640,499586
TX,76085,4890,316837
TX,76084,3410,160630
TX,76082,7980,437454
TX,76078,3970,245772
TX,76077,260,18562
TX,76073,2370,148423
TX,76071,1640,97277
TX,76070,200,15354
TX,76067,7960,335309
TX,76066,1400,107943
TX,76065,15570,1203785
TX,76064,870,57981
TX,76063,30640,2526506
TX,76061,270,16276
TX,76060,3680,255196
TX,76059,2050,80022
TX,76058,7850,394577
TX,76055,1150,50966
TX,76054,6170,529669
TX,76053,14610,671342
TX,76052,8570,746389
TX,76051,24180,2166552
TX,76050,2660,188455
TX,76049,12660,989054
TX,76048,10420,638220
TX,76044,1780,109880
TX,76043,3040,187864
TX,76041,190,8480
TX,76040,14320,661550
TX,76039,19070,1144707
TX,76036,11860,678890
TX,76035,780,66952
TX,76034,11860,2688048
TX,76033,11450,623357
TX,76031,6900,308744
TX,76028,30290,2039069
TX,76023,2760,148306
TX,76022,7510,366819
TX,76021,18270,1219384
TX,76020,12250,763597
TX,76018,13180,592393
TX,76017,22240,1404993
TX,76016,15120,1274006
TX,76015,8540,414561
TX,76014,16190,538115
TX,76013,14860,875474
TX,76012,12880,912837
TX,76011,11140,438039
TX,76010,22170,629276
TX,76009,8740,419789
TX,76008,7180,1035750
TX,76006,13760,772852
TX,76002,15180,819565
TX,76001,14970,968153
TX,75980,940,44849
TX,75979,3220,149542
TX,75977,250,9308
TX,75975,1380,64407
TX,75974,1230,54732
TX,75973,970,50007
TX,75972,2470,101066
TX,75969,1540,74596
TX,75968,750,36236
TX,75966,1690,77972
TX,75965,7070,443290
TX,75964,7440,288045
TX,75961,5740,241783
TX,75960,370,15113
TX,75959,370,18640
TX,75956,2800,143351
TX,75954,1290,69020
TX,75951,6310,300759
TX,75949,3140,145579
TX,75948,2360,157193
TX,75946,1360,60707
TX,75944,540,26584
TX,75943,560,27196
TX,75941,3290,135339
TX,75939,1610,66021
TX,75938,1000,46936
TX,75937,470,23476
TX,75936,350,18330
TX,75935,5660,257623
TX,75933,620,29018
TX,75932,540,29221
TX,75931,930,63457
TX,75930,620,29279
TX,75929,560,26694
TX,75928,470,17978
TX,75926,440,19468
TX,75925,1470,66798
TX,75904,14300,701659
TX,75901,11760,601050
TX,75862,3930,167909
TX,75861,740,35100
TX,75860,2260,117596
TX,75859,830,62598
TX,75856,110,4639
TX,75855,990,48087
TX,75853,420,22069
TX,75852,730,37248
TX,75851,1000,53979
TX,75850,210,12015
TX,75847,620,27630
TX,75846,1060,55997
TX,75845,1110,46924
TX,75844,2110,112511
TX,75840,3210,188670
TX,75839,2090,97131
TX,75838,270,14870
TX,75835,4580,206365
TX,75833,1440,84866
TX,75831,2130,117891
TX,75803,6040,286808
TX,75801,6860,300630
TX,75792,1450,65417
TX,75791,5740,378430
TX,75790,2000,102053
TX,75789,3170,170428
TX,75785,3720,168528
TX,75784,300,13720
TX,75783,3030,163524
TX,75778,1290,62913
TX,75773,5120,256988
TX,75771,8730,532723
TX,75770,1130,67656
TX,75766,10740,459127
TX,75765,3050,167700
TX,75763,2400,133137
TX,75762,5980,435365
TX,75760,1000,45466
TX,75758,4150,212558
TX,75757,4950,399057
TX,75756,1690,85206
TX,75755,2110,107189
TX,75754,2390,126480
TX,75752,2750,159928
TX,75751,7090,353181
TX,75750,1630,90626
TX,75709,2590,160416
TX,75708,2950,98402
TX,75707,6790,473126
TX,75706,3750,140107
TX,75705,960,36371
TX,75704,3810,159857
TX,75703,19440,1651143
TX,75702,10770,307836
TX,75701,14500,789803
TX,75693,2810,174845
TX,75692,2210,107972
TX,75691,1890,96501
TX,75686,5380,250355
TX,75684,2350,107486
TX,75683,1470,63586
TX,75681,1080,49740
TX,75672,6920,391953
TX,75670,6790,235446
TX,75669,250,13896
TX,75668,800,31829
TX,75667,450,21524
TX,75662,10020,493007
TX,75661,1020,49388
TX,75657,3280,144174
TX,75656,1960,85353
TX,75654,4820,243303
TX,75652,5100,263447
TX,75651,920,46289
TX,75650,4030,264887
TX,75647,5460,286246
TX,75645,3900,199517
TX,75644,4820,226598
TX,75643,760,44213
TX,75640,2050,113916
TX,75639,1120,54894
TX,75638,2280,107843
TX,75633,6000,344877
TX,75631,1060,58682
TX,75630,1000,45971
TX,75605,13770,1037570
TX,75604,12840,678481
TX,75603,2530,137577
TX,75602,8820,333134
TX,75601,6420,339007
TX,75574,770,33936
TX,75572,1550,67334
TX,75571,1170,50396
TX,75570,3940,184680
TX,75569,1640,69273
TX,75568,1200,52666
TX,75567,1570,77820
TX,75566,280,11944
TX,75563,1680,79255
TX,75561,2280,100392
TX,75560,420,17111
TX,75559,2420,112536
TX,75558,610,30612
TX,75556,510,23105
TX,75555,570,27465
TX,75554,680,30751
TX,75551,4430,219665
TX,75550,330,12741
TX,75503,11490,879660
TX,75501,14770,571406
TX,75497,1510,90350
TX,75496,1320,63981
TX,75495,3500,257403
TX,75494,4330,214946
TX,75492,240,10938
TX,75491,2050,113484
TX,75490,1070,61018
TX,75488,440,20352
TX,75487,570,23982
TX,75486,1030,52741
TX,75482,10260,497112
TX,75481,170,8608
TX,75480,620,36584
TX,75479,740,35187
TX,75478,380,15661
TX,75477,390,15867
TX,75476,560,28558
TX,75474,6070,272869
TX,75473,1600,100270
TX,75472,1400,63659
TX,75471,580,24817
TX,75469,140,5959
TX,75468,400,21512
TX,75462,4910,338956
TX,75460,9320,332230
TX,75459,1850,107438
TX,75457,2680,137015
TX,75455,11010,494555
TX,75454,3910,325238
TX,75453,1350,69778
TX,75452,1830,106484
TX,75451,500,23120
TX,75450,120,4929
TX,75449,420,15336
TX,75448,260,11357
TX,75447,440,23173
TX,75446,1260,61586
TX,75442,4000,234360
TX,75440,2600,138896
TX,75439,380,18167
TX,75438,460,24481
TX,75437,470,24849
TX,75436,820,36848
TX,75435,380,14508
TX,75433,1120,53024
TX,75432,1260,60564
TX,75431,800,30937
TX,75428,3440,135510
TX,75426,2100,84929
TX,75424,1530,87029
TX,75423,1150,60849
TX,75422,1200,64096
TX,75421,450,18877
TX,75420,530,24514
TX,75418,4750,223226
TX,75417,920,42746
TX,75416,1200,56267
TX,75414,1330,76769
TX,75412,270,10322
TX,75411,430,19832
TX,75410,1820,93169
TX,75409,6520,386810
TX,75407,7520,367998
TX,75402,7460,490596
TX,75401,7350,251996
TX,75287,28950,1972798
TX,75254,12350,1105452
TX,75253,7520,228532
TX,75252,12630,1316513
TX,75251,1870,168159
TX,75249,7070,311623
TX,75248,18200,2257994
TX,75247,550,39567
TX,75246,1060,42838
TX,75244,6690,807375
TX,75243,29010,1329655
TX,75241,13490,366797
TX,75240,11060,738974
TX,75238,13770,1168523
TX,75237,7850,206267
TX,75236,7420,261823
TX,75235,8850,398186
TX,75234,15140,876158
TX,75233,6120,222626
TX,75232,13890,462679
TX,75231,16880,1030743
TX,75230,13870,3671359
TX,75229,15530,2667481
TX,75228,29440,1096138
TX,75227,24130,783182
TX,75226,1810,102762
TX,75225,10780,5248130
TX,75224,14060,457156
TX,75223,6060,265132
TX,75220,16210,1914732
TX,75219,16340,2521339
TX,75218,11850,1127581
TX,75217,33080,940334
TX,75216,21350,534222
TX,75215,6810,198402
TX,75214,17260,2575379
TX,75212,10350,283467
TX,75211,29870,946505
TX,75210,2800,57765
TX,75209,7490,1798760
TX,75208,13770,855536
TX,75207,1730,167437
TX,75206,20490,1914455
TX,75205,9740,4902642
TX,75204,18310,1793352
TX,75203,6200,195013
TX,75202,1600,240010
TX,75201,8660,2596990
TX,75189,11660,762684
TX,75182,2770,376112
TX,75181,12130,639483
TX,75180,10090,322576
TX,75173,2290,138895
TX,75172,1830,53325
TX,75169,6080,280348
TX,75167,3980,301190
TX,75166,2060,148002
TX,75165,18460,1056467
TX,75163,920,48867
TX,75161,2710,137357
TX,75160,10850,549314
TX,75159,7470,333152
TX,75158,1980,115491
TX,75156,5580,268318
TX,75155,1110,40727
TX,75154,18440,1060375
TX,75153,300,10541
TX,75152,2100,116017
TX,75150,28270,1130349
TX,75149,25750,1005645
TX,75148,2320,107210
TX,75147,2990,143458
TX,75146,9880,405027
TX,75144,1290,66746
TX,75143,5760,270365
TX,75142,8540,433852
TX,75141,1560,54776
TX,75140,2760,133121
TX,75137,9380,483255
TX,75135,2820,165019
TX,75134,9550,329064
TX,75127,640,25456
TX,75126,19060,1329918
TX,75125,2920,116670
TX,75124,1840,86656
TX,75119,11310,524958
TX,75117,1660,86571
TX,75116,8870,361139
TX,75115,25440,1266295
TX,75114,2450,147690
TX,75110,11550,497985
TX,75109,1730,109292
TX,75105,140,8524
TX,75104,22720,1265467
TX,75103,5580,313969
TX,75102,520,27992
TX,75098,24220,1603299
TX,75094,9270,1079154
TX,75093,23610,4242002
TX,75092,10900,657451
TX,75090,9710,384464
TX,75089,14480,985809
TX,75088,11690,830920
TX,75087,15450,1408616
TX,75082,10370,1150756
TX,75081,18040,1152230
TX,75080,20540,1581806
TX,75078,8080,1232140
TX,75077,17490,1803585
TX,75076,3540,237941
TX,75075,17300,1276653
TX,75074,22300,1264854
TX,75071,20390,1841738
TX,75070,41990,4294915
TX,75069,16540,1351043
TX,75068,21850,1540464
TX,75067,33040,1637385
TX,75065,5540,375479
TX,75063,18680,1887688
TX,75062,22790,1100373
TX,75061,24150,902288
TX,75060,21200,824395
TX,75058,1340,105119
TX,75057,6790,291137
TX,75056,28590,2444431
TX,75054,5270,501048
TX,75052,42710,2178036
TX,75051,17070,558185
TX,75050,19370,853103
TX,75048,11130,865268
TX,75044,20860,1348588
TX,75043,28290,1345895
TX,75042,17500,587513
TX,75041,13670,493535
TX,75040,28740,1203502
TX,75039,9860,1103378
TX,75038,15510,1294748
TX,75035,26740,2828002
TX,75034,27660,4059527
TX,75032,13740,1557598
TX,75028,20380,2153684
TX,75025,23950,2516391
TX,75024,19530,2526358
TX,75023,23240,1642505
TX,75022,10330,1861997
TX,75021,3720,178344
TX,75020,9640,484596
TX,75019,20020,2727716
TX,75013,17190,2396572
TX,75010,13570,1095016
TX,75009,5010,502839
TX,75007,26100,1825325
TX,75006,24470,1278274
TX,75002,29910,2709267
TX,75001,9480,925103
OK,74966,1380,64194
OK,74965,1840,71736
OK,74964,920,30880
OK,74963,190,6797
OK,74962,1730,86275
OK,74960,4690,167059
OK,74959,2380,96205
OK,74957,380,14409
OK,74956,680,27391
OK,74955,5590,236314
OK,74954,1990,82027
OK,74953,4560,229189
OK,74949,120,4148
OK,74948,4430,175920
OK,74944,350,13429
OK,74941,850,32515
OK,74940,890,36999
OK,74939,200,7337
OK,74937,1900,69276
OK,74936,390,13638
OK,74932,790,33282
OK,74931,450,13901
OK,74930,680,27682
OK,74902,1700,70847
OK,74901,630,20120
OK,74884,2010,87959
OK,74883,880,35058
OK,74881,1900,86859
OK,74880,670,26109
OK,74878,590,23590
OK,74875,390,18047
OK,74873,4700,203454
OK,74872,1420,62125
OK,74871,950,45898
OK,74869,320,13358
OK,74868,4350,190050
OK,74867,330,11309
OK,74865,620,38537
OK,74864,2050,100853
OK,74860,630,27448
OK,74859,2260,97873
OK,74857,4100,231730
OK,74856,320,15967
OK,74855,1870,93373
OK,74854,680,29030
OK,74852,630,26667
OK,74851,3670,182729
OK,74850,100,4373
OK,74849,1180,47510
OK,74848,2420,100617
OK,74845,160,5919
OK,74843,110,6205
OK,74840,760,36414
OK,74839,240,8268
OK,74834,2900,153381
OK,74833,260,9708
OK,74832,380,17610
OK,74831,330,13686
OK,74829,190,4984
OK,74827,160,6939
OK,74826,410,17611
OK,74825,820,37354
OK,74824,500,22400
OK,74820,12390,618263
OK,74804,8460,463373
OK,74801,8400,378214
OK,74766,540,18957
OK,74764,1300,61791
OK,74759,480,18808
OK,74756,270,11197
OK,74754,120,4249
OK,74748,260,10393
OK,74745,3760,148236
OK,74743,3140,128727
OK,74741,370,14109
OK,74740,730,29147
OK,74738,200,6337
OK,74736,390,15200
OK,74735,610,25096
OK,74734,340,12214
OK,74733,1070,43406
OK,74731,480,17216
OK,74730,1860,78689
OK,74729,1030,45539
OK,74728,4440,177227
OK,74727,750,28331
OK,74726,850,36443
OK,74724,110,3887
OK,74723,510,19262
OK,74701,8980,409207
OK,74653,1500,71056
OK,74652,320,16674
OK,74651,270,12641
OK,74650,220,9669
OK,74647,1480,72039
OK,74646,100,5289
OK,74644,190,7730
OK,74643,240,15098
OK,74641,320,15254
OK,74640,140,9010
OK,74637,570,28569
OK,74633,180,13412
OK,74632,210,10784
OK,74631,2840,127602
OK,74630,220,8602
OK,74604,5430,447552
OK,74601,7810,318065
OK,74578,2210,98719
OK,74574,340,11979
OK,74572,250,10100
OK,74571,1360,61948
OK,74570,470,23530
OK,74569,280,12377
OK,74563,700,31906
OK,74562,320,12636
OK,74561,780,35268
OK,74560,250,9324
OK,74558,120,3846
OK,74557,160,6125
OK,74555,310,14725
OK,74553,550,25101
OK,74552,330,13290
OK,74547,1280,54331
OK,74543,120,3920
OK,74538,1570,71517
OK,74536,610,23880
OK,74534,100,4187
OK,74533,340,12680
OK,74531,350,15128
OK,74525,3330,145607
OK,74523,2260,95006
OK,74501,10310,529164
OK,74472,240,9468
OK,74471,570,21553
OK,74470,550,23447
OK,74469,950,46591
OK,74467,5130,231215
OK,74464,10810,457780
OK,74462,2770,119511
OK,74457,220,8910
OK,74455,1030,39855
OK,74454,1210,61411
OK,74452,250,9598
OK,74451,1560,73332
OK,74450,720,35122
OK,74447,6180,257419
OK,74445,1240,59154
OK,74442,310,13281
OK,74441,1840,81111
OK,74437,3510,154996
OK,74436,1940,95813
OK,74435,1230,55567
OK,74434,3680,212281
OK,74432,3680,166330
OK,74429,6190,360536
OK,74428,360,16448
OK,74427,550,27904
OK,74426,3520,152480
OK,74425,440,19954
OK,74423,370,16888
OK,74422,290,13287
OK,74421,1840,95748
OK,74403,11840,566407
OK,74401,5970,254085
OK,74370,1370,55076
OK,74369,690,34190
OK,74367,210,8754
OK,74366,470,17050
OK,74365,1640,71846
OK,74364,630,25570
OK,74363,1140,43920
OK,74361,6000,304107
OK,74359,200,6342
OK,74354,6780,283760
OK,74352,2350,112578
OK,74347,1260,49369
OK,74346,2860,114486
OK,74344,5280,285245
OK,74343,1250,50866
OK,74342,670,25761
OK,74339,920,27148
OK,74338,1740,64825
OK,74337,1900,93519
OK,74333,430,18163
OK,74332,700,33418
OK,74331,2490,132046
OK,74330,1170,60539
OK,74301,4260,196056
OK,74146,6110,207733
OK,74145,8570,393137
OK,74137,12690,1826272
OK,74136,13900,1134501
OK,74135,10110,598688
OK,74134,8410,488354
OK,74133,22670,1675945
OK,74132,3990,359062
OK,74131,1140,87121
OK,74130,770,23302
OK,74129,7870,292943
OK,74128,5460,188546
OK,74127,6700,261196
OK,74126,3830,99170
OK,74120,2270,181195
OK,74119,1790,226818
OK,74116,1520,58943
OK,74115,8870,273061
OK,74114,8000,1146381
OK,74112,9490,389587
OK,74110,5220,140584
OK,74108,2950,115292
OK,74107,7650,329359
OK,74106,6290,173283
OK,74105,12990,1373637
OK,74104,4940,301794
OK,74103,480,103324
OK,74085,940,46575
OK,74084,200,9327
OK,74083,440,23905
OK,74081,630,28093
OK,74080,1090,70096
OK,74079,1820,82919
OK,74075,8990,443342
OK,74074,11150,752260
OK,74073,2290,137085
OK,74072,760,39602
OK,74070,6140,366991
OK,74066,12040,654427
OK,74063,13260,773871
OK,74062,380,17266
OK,74061,850,52467
OK,74060,260,9123
OK,74059,2440,133389
OK,74058,1560,68088
OK,74056,1980,93990
OK,74055,20490,1630368
OK,74054,190,7067
OK,74053,2130,125559
OK,74051,790,40097
OK,74048,2320,108592
OK,74047,2660,157608
OK,74045,130,6545
OK,74044,3070,163878
OK,74042,180,9128
OK,74041,1110,65794
OK,74039,1520,72429
OK,74038,760,35057
OK,74037,8550,803784
OK,74036,3050,188780
OK,74035,1370,56638
OK,74033,5190,279289
OK,74032,860,46816
OK,74030,1400,76335
OK,74029,2190,100389
OK,74028,720,31518
OK,74027,400,16512
OK,74023,4290,239556
OK,74022,720,39234
OK,74021,8530,540742
OK,74020,2960,156868
OK,74019,8040,537228
OK,74017,11260,636654
OK,74016,2310,102765
OK,74015,3730,234747
OK,74014,16170,1108949
OK,74012,28420,1837588
OK,74011,12380,1046749
OK,74010,4080,199505
OK,74008,11310,986189
OK,74006,12110,933774
OK,74003,5600,263784
OK,74002,790,38978
OK,73951,440,20342
OK,73950,640,35277
OK,73949,640,31650
OK,73947,210,8646
OK,73945,1230,66650
OK,73944,150,6289
OK,73942,6610,316031
OK,73939,510,25509
OK,73938,300,14841
OK,73933,680,30864
OK,73932,870,55370
OK,73931,240,14051
OK,73860,560,36320
OK,73859,610,36136
OK,73858,750,48918
OK,73857,250,17652
OK,73853,210,16436
OK,73852,900,52080
OK,73848,910,47787
OK,73844,110,6728
OK,73843,300,15890
OK,73842,230,14706
OK,73841,210,9592
OK,73840,270,13038
OK,73838,190,11374
OK,73835,100,5075
OK,73834,630,33771
OK,73832,400,29878
OK,73801,6280,382521
OK,73773,750,41256
OK,73772,1580,91484
OK,73771,180,7514
OK,73768,690,47078
OK,73766,460,28826
OK,73763,670,41565
OK,73762,1010,93774
OK,73761,170,9879
OK,73760,190,9818
OK,73759,670,40738
OK,73756,130,8440
OK,73755,330,14903
