State,Zip Code,Returns Filed,AGI
AK,99901,6420,411668
AK,99835,4570,303947
AK,99833,1670,98525
AK,99827,1300,74437
AK,99824,1180,87423
AK,99801,12260,868965
AK,99780,790,40392
AK,99760,380,20890
AK,99743,600,42667
AK,99737,1910,123611
AK,99714,460,28319
AK,99712,4550,352279
AK,99709,11210,830398
AK,99705,9430,613310
AK,99703,3910,142421
AK,99702,1420,60723
AK,99701,8620,487600
AK,99688,1320,80968
AK,99686,2130,162099
AK,99676,930,53386
AK,99674,630,37130
AK,99672,1670,113713
AK,99669,7890,604852
AK,99664,2310,147087
AK,99654,14490,1022046
AK,99645,13150,979464
AK,99639,590,33652
AK,99631,140,8475
AK,99615,6470,409005
AK,99611,6620,483476
AK,99610,1180,73867
AK,99605,100,4181
AK,99603,5480,351655
AK,99588,680,38612
AK,99586,230,11286
AK,99577,13350,1179161
AK,99573,440,20079
AK,99572,190,13967
AK,99568,130,7621
AK,99567,4290,340927
AK,99556,1080,61410
AK,99540,140,10640
AK,99518,5380,360571
AK,99517,8670,672216
AK,99516,9810,1462279
AK,99515,11410,1054169
AK,99508,16660,929996
AK,99507,19570,1564350
AK,99506,3010,120092
AK,99505,2350,93575
AK,99504,20100,1175024
AK,99503,8650,510230
AK,99502,12350,1072061
AK,99501,8640,630735
WA,99403,8820,481719
WA,99402,790,50139
WA,99401,120,6413
WA,99371,120,5831
WA,99362,17440,1055431
WA,99361,790,44093
WA,99360,630,38461
WA,99357,2020,81994
WA,99356,110,4440
WA,99354,10620,722246
WA,99353,7120,560961
WA,99352,15380,1338150
WA,99350,5480,308984
WA,99349,3040,116454
WA,99348,540,23331
WA,99347,970,49194
WA,99344,7180,323763
WA,99343,1080,54951
WA,99341,320,14722
WA,99338,6370,616466
WA,99337,13430,845323
WA,99336,21660,1014453
WA,99330,650,33086
WA,99329,130,6872
WA,99328,1540,82045
WA,99326,1420,70021
WA,99324,3960,189840
WA,99323,1680,97486
WA,99322,110,7389
WA,99321,520,14381
WA,99320,4030,235765
WA,99301,31600,1637350
WA,99224,9310,699660
WA,99223,15010,1257638
WA,99218,6230,375643
WA,99217,7890,404893
WA,99216,11640,523581
WA,99212,9230,503377
WA,99208,23380,1487308
WA,99207,12790,416875
WA,99206,16700,893735
WA,99205,19930,833193
WA,99204,3400,165793
WA,99203,10230,884952
WA,99202,7190,293665
WA,99201,5660,293042
WA,99185,610,34891
WA,99181,720,32227
WA,99180,480,21855
WA,99179,210,12279
WA,99173,630,25688
WA,99171,440,22846
WA,99170,490,23819
WA,99169,1180,65740
WA,99167,270,11549
WA,99166,1160,60903
WA,99163,10900,595454
WA,99161,670,40056
WA,99159,550,31239
WA,99158,240,12886
WA,99157,280,13105
WA,99156,3290,173503
WA,99155,480,16118
WA,99153,200,10193
WA,99150,140,7555
WA,99148,950,52930
WA,99143,280,13943
WA,99141,2240,111302
WA,99140,150,4702
WA,99139,470,25928
WA,99138,470,19543
WA,99137,130,6012
WA,99135,110,5863
WA,99134,250,13270
WA,99133,680,37493
WA,99130,370,18844
WA,99129,220,7310
WA,99128,130,6968
WA,99126,300,14900
WA,99125,240,10137
WA,99123,490,29519
WA,99122,1530,91183
WA,99119,420,21688
WA,99118,310,14113
WA,99117,190,9554
WA,99116,600,31124
WA,99115,480,24851
WA,99114,5130,265114
WA,99113,390,24030
WA,99111,1860,103703
WA,99110,690,31985
WA,99109,2150,108955
WA,99103,220,12226
WA,99101,530,23783
WA,99040,390,13917
WA,99037,7510,476180
WA,99036,740,62096
WA,99034,150,6386
WA,99033,360,16952
WA,99032,290,12792
WA,99031,610,38374
WA,99030,460,25769
WA,99029,710,32768
WA,99027,3000,182052
WA,99026,4200,292213
WA,99025,2440,166461
WA,99023,250,20765
WA,99022,3920,212623
WA,99021,4290,296883
WA,99019,5150,524633
WA,99018,110,4812
WA,99016,6400,453953
WA,99013,350,14684
WA,99012,390,21869
WA,99011,1060,39536
WA,99009,1590,80105
WA,99008,250,13704
WA,99006,5240,286163
WA,99005,4200,438508
WA,99004,7870,386208
WA,99003,2310,142167
WA,99001,2240,89810
WA,98953,2870,159063
WA,98952,680,27143
WA,98951,5370,190902
WA,98948,5510,187264
WA,98947,1270,54323
WA,98946,230,12404
WA,98944,10140,360045
WA,98942,7910,531792
WA,98938,820,35786
WA,98937,1900,119002
WA,98936,2720,149226
WA,98935,1740,63296
WA,98933,610,26273
WA,98932,2210,74189
WA,98930,6630,251258
WA,98926,12940,703566
WA,98923,710,31513
WA,98922,2780,211228
WA,98908,17150,1252357
WA,98903,6940,363658
WA,98902,19280,759002
WA,98901,12050,555131
WA,98862,1270,88970
WA,98858,700,36162
WA,98857,1690,91001
WA,98856,1240,59189
WA,98855,2400,100195
WA,98851,1520,68158
WA,98850,730,29137
WA,98849,430,18212
WA,98848,5480,265987
WA,98847,920,44269
WA,98846,540,25462
WA,98844,1750,82407
WA,98843,820,42007
WA,98841,3920,164261
WA,98840,1870,87020
WA,98837,18160,999520
WA,98832,230,7170
WA,98831,1580,88719
WA,98830,210,10334
WA,98828,1090,56657
WA,98827,120,5394
WA,98826,3560,234595
WA,98823,5000,263779
WA,98822,870,45486
WA,98816,3550,233942
WA,98815,3240,179580
WA,98814,230,10481
WA,98813,1920,49722
WA,98812,2560,103014
WA,98802,13860,775633
WA,98801,19130,1151427
WA,98686,8880,671728
WA,98685,13150,1202441
WA,98684,13700,802258
WA,98683,15740,1187261
WA,98682,26890,1549571
WA,98675,2300,159060
WA,98674,5940,366118
WA,98672,2980,230725
WA,98671,10270,769215
WA,98665,12670,882901
WA,98664,11080,825467
WA,98663,6840,368953
WA,98662,15370,829414
WA,98661,20330,1243731
WA,98660,5450,370604
WA,98651,420,37176
WA,98650,490,35399
WA,98649,470,28274
WA,98648,1340,78576
WA,98647,150,5893
WA,98645,550,33914
WA,98643,150,7729
WA,98642,8290,863991
WA,98640,1910,86090
WA,98638,670,32754
WA,98635,760,43754
WA,98632,20870,1097259
WA,98631,1570,78170
WA,98629,3790,297279
WA,98628,170,5814
WA,98626,10350,525207
WA,98625,3040,216702
WA,98624,630,32509
WA,98620,2960,144959
WA,98619,180,9402
WA,98616,110,7132
WA,98613,180,10160
WA,98612,1210,69991
WA,98611,4230,242231
WA,98610,1240,67418
WA,98607,13480,1602080
WA,98606,4470,415872
WA,98605,700,33107
WA,98604,15910,1135107
WA,98603,350,22714
WA,98601,1330,85282
WA,98597,10300,540194
WA,98596,2560,130251
WA,98595,1260,56541
WA,98593,450,18360
WA,98592,980,68910
WA,98591,1690,92421
WA,98590,160,8078
WA,98589,3430,195409
WA,98588,670,35937
WA,98586,880,45328
WA,98585,310,16056
WA,98584,14840,749700
WA,98582,330,18547
WA,98581,150,5607
WA,98580,4160,254341
WA,98579,5630,303216
WA,98577,2460,121050
WA,98576,2280,122794
WA,98572,360,15967
WA,98570,1630,80139
WA,98569,2730,133116
WA,98568,1080,50320
WA,98564,1010,51770
WA,98563,3440,206749
WA,98560,110,4826
WA,98557,1400,71643
WA,98555,240,14291
WA,98552,120,4325
WA,98550,4300,186830
WA,98548,970,50837
WA,98547,530,24257
WA,98546,1240,83405
WA,98542,260,11823
WA,98541,4020,203596
WA,98538,180,9747
WA,98537,1010,51018
WA,98535,210,7827
WA,98533,240,12190
WA,98532,10090,582293
WA,98531,10730,473815
WA,98528,4690,272416
WA,98526,120,4805
WA,98524,1720,115116
WA,98520,8440,399978
WA,98516,10850,787564
WA,98513,15490,935674
WA,98512,13780,880675
WA,98506,9020,589108
WA,98503,18010,933876
WA,98502,15790,1111182
WA,98501,19610,1359925
WA,98499,13760,672826
WA,98498,13280,845495
WA,98467,7220,511358
WA,98466,13610,917631
WA,98465,3440,211456
WA,98446,4990,300245
WA,98445,14390,719471
WA,98444,15010,575410
WA,98443,2740,190345
WA,98439,1830,59912
WA,98438,480,13494
WA,98433,7260,247347
WA,98424,5350,337108
WA,98422,10020,890542
WA,98418,4720,203784
WA,98409,11850,477674
WA,98408,9310,408631
WA,98407,10490,889987
WA,98406,10750,750368
WA,98405,10780,468754
WA,98404,14920,589012
WA,98403,4160,326728
WA,98402,2880,199306
WA,98394,900,65834
WA,98392,1490,86133
WA,98391,22290,1867240
WA,98390,5980,379979
WA,98388,3290,245199
WA,98387,21490,1117350
WA,98383,11140,786097
WA,98382,13690,842113
WA,98381,150,7637
WA,98380,2390,196465
WA,98377,700,31018
WA,98376,870,47309
WA,98375,12930,813138
WA,98374,17630,1239994
WA,98373,12500,756446
WA,98372,11480,793419
WA,98371,10860,735677
WA,98370,14260,1081561
WA,98368,8070,584492
WA,98367,12170,818870
WA,98366,15730,909427
WA,98365,2450,222653
WA,98363,5380,278159
WA,98362,10970,599785
WA,98361,450,22595
WA,98360,6140,415708
WA,98359,2380,165814
WA,98358,410,31353
WA,98356,910,45375
WA,98355,190,9687
WA,98354,4570,286776
WA,98351,380,24350
WA,98349,1890,112993
WA,98346,4770,351731
WA,98342,790,59742
WA,98340,1260,97066
WA,98339,1840,103288
WA,98338,12250,784078
WA,98337,3280,144259
WA,98336,340,15536
WA,98335,13720,1471705
WA,98333,1850,263597
WA,98332,7260,801631
WA,98331,2180,102408
WA,98330,110,4659
WA,98329,3930,264274
WA,98328,4440,286043
WA,98327,4150,295725
WA,98326,240,9299
WA,98325,1030,55659
WA,98323,320,18908
WA,98321,6950,496325
WA,98320,510,31771
WA,98315,1890,75464
WA,98312,14340,811251
WA,98311,12060,710598
WA,98310,9340,464541
WA,98305,170,8658
WA,98304,370,17424
WA,98303,520,32732
WA,98296,12070,1255293
WA,98295,1090,55368
WA,98294,3130,170878
WA,98292,10830,838815
WA,98290,15910,1304348
WA,98284,11080,595306
WA,98283,170,7973
WA,98282,7660,599291
WA,98281,630,59791
WA,98279,290,25873
WA,98277,18100,1000532
WA,98276,630,32646
WA,98275,11050,1125249
WA,98274,8130,553533
WA,98273,13690,749668
WA,98272,12340,858343
WA,98271,14760,828612
WA,98270,22960,1345692
WA,98267,210,9470
WA,98266,1500,59992
WA,98264,9430,638822
WA,98262,450,31303
WA,98261,1220,91418
WA,98260,2830,241361
WA,98258,21420,1549806
WA,98257,2070,144398
WA,98253,930,74128
WA,98252,4210,262591
WA,98251,2110,104237
WA,98250,4290,385929
WA,98249,2590,225315
WA,98248,11090,680460
WA,98247,3740,212182
WA,98245,2010,178632
WA,98244,1230,62492
WA,98241,950,44995
WA,98240,1430,92151
WA,98239,3420,253412
WA,98237,1530,73849
WA,98236,2890,247769
WA,98233,7430,400120
WA,98232,1900,158370
WA,98230,7460,543920
WA,98229,15070,1179431
WA,98226,20340,1300340
WA,98225,20920,1148452
WA,98223,19550,1311649
WA,98221,11140,937139
WA,98220,340,15965
WA,98208,26790,1830522
WA,98204,19560,889887
WA,98203,16940,1082846
WA,98201,13360,729403
WA,98199,11210,1775128
WA,98198,18410,1072377
WA,98188,13050,621327
WA,98178,12690,704025
WA,98177,10400,1503472
WA,98168,17720,818038
WA,98166,10920,1005391
WA,98164,110,22441
WA,98155,17760,1412718
WA,98148,5340,276240
WA,98146,13510,860684
WA,98144,15710,1399314
WA,98136,8670,1031881
WA,98134,510,89445
WA,98133,24950,1548481
WA,98126,11230,918533
WA,98125,21210,1504287
WA,98122,21430,1914867
WA,98121,10260,1658682
WA,98119,13090,1707192
WA,98118,23390,1493530
WA,98117,17940,1974352
WA,98116,14470,1627226
WA,98115,26490,3133067
WA,98112,12340,3041069
WA,98110,11650,1772227
WA,98109,16660,2109697
WA,98108,12170,658169
WA,98107,15910,1451497
WA,98106,12870,728509
WA,98105,16880,2564513
WA,98104,6840,742406
WA,98103,29450,2882669
WA,98102,16660,1948950
WA,98101,8300,1497909
WA,98092,20840,1762968
WA,98087,17590,1052336
WA,98077,6180,1088815
WA,98075,10000,2083609
WA,98074,11870,2165350
WA,98072,12250,1546329
WA,98070,5230,501909
WA,98065,6330,938572
WA,98059,17840,1752230
WA,98058,20880,1526658
WA,98057,7180,464459
WA,98056,17580,1411424
WA,98055,11690,714861
WA,98053,9750,1625138
WA,98052,31540,4347975
WA,98051,1770,160848
WA,98047,3100,153627
WA,98045,7350,764364
WA,98043,11140,612445
WA,98042,21990,1723873
WA,98040,12280,3732114
WA,98039,1530,1058521
WA,98038,15390,1514433
WA,98037,13660,838992
WA,98036,19030,1281641
WA,98034,25350,2403920
WA,98033,19440,3567778
WA,98032,17240,947802
WA,98031,19600,1154443
WA,98030,16760,857666
WA,98029,12750,1675441
WA,98028,11100,1094607
WA,98027,13860,1808553
WA,98026,19090,1547386
WA,98024,2470,276277
WA,98023,23640,1515356
WA,98022,10470,768015
WA,98021,14180,1392649
WA,98020,10850,1362198
WA,98019,5530,571167
WA,98014,3420,361716
WA,98012,30370,2748258
WA,98011,12390,1109852
WA,98010,2620,252970
WA,98008,12290,1518788
WA,98007,13200,1178025
WA,98006,18830,2992659
WA,98005,9610,1361128
WA,98004,17440,4469557
WA,98003,21740,1125463
WA,98002,15710,698258
WA,98001,15760,1048772
OR,97918,1730,81391
OR,97914,5920,255128
OR,97913,2030,80972
OR,97910,240,12529
OR,97907,160,6019
OR,97901,270,11573
OR,97886,470,21335
OR,97885,590,24571
OR,97883,1030,48888
OR,97882,2530,106823
OR,97877,110,4501
OR,97876,370,23600
OR,97875,1250,56905
OR,97874,130,4025
OR,97870,230,10676
OR,97869,460,19480
OR,97868,880,42010
OR,97867,320,16375
OR,97865,420,18978
OR,97864,110,4857
OR,97862,4380,177929
OR,97857,180,8589
OR,97856,140,5953
OR,97850,7390,374277
OR,97846,1000,50071
OR,97845,1080,55717
OR,97844,1520,70471
OR,97843,310,21105
OR,97841,260,14474
OR,97839,170,9429
OR,97838,10980,560537
OR,97836,850,47478
OR,97835,140,8493
OR,97834,420,16993
OR,97833,370,17161
OR,97830,260,11856
OR,97828,1410,75505
OR,97827,1040,46796
OR,97826,460,29629
OR,97825,100,3591
OR,97824,700,46100
OR,97823,430,21738
OR,97820,460,24356
OR,97818,1870,83320
OR,97814,5180,248072
OR,97813,590,30801
OR,97812,370,18837
OR,97810,330,19071
OR,97801,9130,476191
OR,97760,3280,173365
OR,97759,3630,313065
OR,97756,17260,868940
OR,97754,8200,377693
OR,97753,1040,90878
OR,97750,120,4533
OR,97741,4760,208387
OR,97739,5040,205140
OR,97738,820,39690
OR,97737,200,7700
OR,97734,1210,58181
OR,97733,280,13369
OR,97731,130,4712
OR,97730,110,9707
OR,97720,1720,68797
OR,97707,3010,222838
OR,97703,13420,1369705
OR,97702,21540,1628043
OR,97701,17920,1022583
OR,97639,130,4065
OR,97638,190,6998
OR,97636,170,6596
OR,97633,640,32111
OR,97632,520,21130
OR,97630,2030,100471
OR,97627,570,29049
OR,97624,1210,49187
OR,97623,860,35803
OR,97621,100,3160
OR,97603,12490,591268
OR,97601,9000,449632
OR,97544,850,38554
OR,97543,320,15611
OR,97541,540,23965
OR,97540,3970,200068
OR,97539,1520,75700
OR,97538,730,27115
OR,97537,3160,156441
OR,97536,420,17257
OR,97535,2460,101035
OR,97534,200,6309
OR,97532,1500,78234
OR,97531,120,2771
OR,97530,3630,259214
OR,97527,14110,697954
OR,97526,14240,695431
OR,97525,2290,124060
OR,97524,6410,350664
OR,97523,2180,77266
OR,97522,260,9976
OR,97520,12640,888303
OR,97504,21480,1456660
OR,97503,4870,195819
OR,97502,12760,730312
OR,97501,20240,840102
OR,97499,700,29268
OR,97498,780,38740
OR,97497,470,15754
OR,97496,2980,121154
OR,97495,970,63750
OR,97493,190,10473
OR,97492,190,7519
OR,97490,130,5119
OR,97489,650,45843
OR,97488,440,28374
OR,97487,3840,204313
OR,97486,340,18884
OR,97484,120,5212
OR,97481,300,12277
OR,97479,3980,174171
OR,97478,16050,816018
OR,97477,16500,692217
OR,97476,110,4190
OR,97473,110,5119
OR,97471,12180,725246
OR,97470,8800,413229
OR,97469,940,40615
OR,97467,2030,85663
OR,97466,280,12193
OR,97465,810,32107
OR,97463,1410,54573
OR,97462,1540,73001
OR,97461,310,17570
OR,97459,6360,335680
OR,97458,1780,80646
OR,97457,3850,153335
OR,97456,1320,78843
OR,97455,1180,104001
OR,97454,740,37955
OR,97453,380,18555
OR,97452,670,32095
OR,97451,190,8529
OR,97450,300,13766
OR,97449,750,32429
OR,97448,5580,308744
OR,97447,250,10638
OR,97446,2220,118253
OR,97444,2110,102210
OR,97443,980,51700
OR,97442,720,28624
OR,97441,100,2558
OR,97439,6770,328040
OR,97438,540,35907
OR,97437,1150,69462
OR,97436,380,20103
OR,97435,870,35788
OR,97434,290,11160
OR,97431,920,50429
OR,97430,140,6793
OR,97429,310,12365
OR,97426,4340,249601
OR,97424,7320,340596
OR,97423,2830,132544
OR,97420,11370,528125
OR,97419,570,33398
OR,97417,920,34750
OR,97416,340,14241
OR,97415,6530,339015
OR,97413,400,20168
OR,97412,210,8791
OR,97411,3240,153088
OR,97410,310,13088
OR,97408,6090,641762
OR,97405,22210,1891470
OR,97404,15850,849401
OR,97403,4060,301303
OR,97402,24160,1057135
OR,97401,18650,1137565
OR,97396,1370,59966
OR,97394,2250,107659
OR,97392,2450,172082
OR,97391,2210,105875
OR,97390,220,10767
OR,97389,780,41644
OR,97386,5030,222690
OR,97385,1610,111537
OR,97383,4360,239281
OR,97381,6990,491132
OR,97380,890,41974
OR,97378,2800,129535
OR,97377,430,29251
OR,97376,540,28488
OR,97375,550,32380
OR,97374,2240,127132
OR,97371,360,26755
OR,97370,4080,262195
OR,97369,120,6609
OR,97368,1250,50871
OR,97367,4620,213959
OR,97366,810,47783
OR,97365,5210,288829
OR,97364,550,28763
OR,97362,1870,96391
OR,97361,4530,230297
OR,97360,900,44354
OR,97358,1140,77588
OR,97357,120,5133
OR,97355,12550,606066
OR,97352,2660,142986
OR,97351,4400,197370
OR,97348,690,37684
OR,97347,800,31493
OR,97346,300,13011
OR,97345,280,12566
OR,97344,420,16905
OR,97343,190,9358
OR,97341,1180,66239
OR,97338,9080,499926
OR,97333,9020,582732
OR,97330,18410,1237411
OR,97327,1290,76189
OR,97326,330,20559
OR,97325,2930,162847
OR,97324,420,19134
OR,97322,15390,693738
OR,97321,13050,861708
OR,97317,9870,559365
OR,97306,13890,945778
OR,97305,17490,716162
OR,97304,14170,971670
OR,97303,17850,956139
OR,97302,18330,1294238
OR,97301,20890,785464
OR,97267,15040,949483
OR,97266,15270,595902
OR,97239,9020,1140331
OR,97236,16480,682128
OR,97233,16590,574418
OR,97232,7940,551991
OR,97231,2190,285806
OR,97230,18190,864088
OR,97229,28800,3952039
OR,97227,2490,150508
OR,97225,13550,1453817
OR,97224,17470,1401665
OR,97223,23540,1710154
OR,97222,17830,975109
OR,97221,6020,1080230
OR,97220,14150,608025
OR,97219,20000,2026292
OR,97218,7290,335070
OR,97217,18770,1102614
OR,97216,7970,347608
OR,97215,9400,734975
OR,97214,15800,1009535
OR,97213,16480,1141555
OR,97212,13650,1534315
OR,97211,17530,1098257
OR,97210,7040,978762
OR,97209,9680,1029481
OR,97206,25010,1273657
OR,97205,3900,436005
OR,97204,530,87243
OR,97203,14510,716449
OR,97202,21190,1583692
OR,97201,8370,1063928
OR,97149,240,17230
OR,97148,1540,108404
OR,97146,3080,162399
OR,97141,5810,283685
OR,97140,11080,1044948
OR,97138,4860,236280
OR,97137,720,50250
OR,97136,810,38611
OR,97133,2240,198216
OR,97132,13080,913665
OR,97131,1100,49874
OR,97128,16170,873430
OR,97127,1760,85650
OR,97124,24120,1860185
OR,97123,21170,1335872
OR,97122,200,8037
OR,97121,600,28196
OR,97119,2100,137842
OR,97117,270,14967
OR,97116,11130,656971
OR,97115,2030,141919
OR,97114,2210,118605
OR,97113,6420,318077
OR,97112,800,36559
OR,97111,1600,100336
OR,97109,220,13999
OR,97108,200,9244
OR,97107,700,36987
OR,97106,2230,180590
OR,97103,7970,424061
OR,97101,1670,111881
OR,97089,5780,464121
OR,97086,13420,1169799
OR,97080,19380,1177010
OR,97078,10950,560786
OR,97071,12240,517734
OR,97070,11960,1042705
OR,97068,13770,1688594
OR,97067,1150,69248
OR,97065,300,18373
OR,97064,1470,76478
OR,97063,490,21724
OR,97062,14110,1184792
OR,97060,9730,527727
OR,97058,9150,447082
OR,97056,5780,377282
OR,97055,8500,527199
OR,97054,560,30633
OR,97053,1470,110227
OR,97051,7230,387738
OR,97049,700,37288
OR,97048,2720,151692
OR,97045,25820,1710179
OR,97042,1370,91083
OR,97041,1480,73411
OR,97040,620,36346
OR,97039,230,13683
OR,97038,6820,365967
OR,97037,390,17722
OR,97035,12920,1517647
OR,97034,9970,2013551
OR,97032,2300,117582
OR,97031,8970,596892
OR,97030,17890,792713
OR,97029,110,6312
OR,97028,140,5016
OR,97027,5950,326536
OR,97026,1670,67647
OR,97024,5710,291277
OR,97023,4700,278507
OR,97022,1630,91985
OR,97021,490,27712
OR,97020,480,25209
OR,97019,1540,106976
OR,97018,990,66941
OR,97017,1360,75336
OR,97016,2510,136858
OR,97015,11280,692034
OR,97014,580,28412
OR,97013,10670,711876
OR,97011,410,22496
OR,97009,4190,301393
OR,97008,14790,934681
OR,97007,22550,1969221
OR,97006,20680,1461143
OR,97005,12410,624693
OR,97004,2200,164732
OR,97003,13440,709255
OR,97002,2820,248832
HI,96826,15840,790790
HI,96825,15180,1545337
HI,96822,21810,1660899
HI,96821,9840,1316549
HI,96819,24310,1108134
HI,96818,23230,1321581
HI,96817,28620,1536089
HI,96816,26450,2070480
HI,96815,15600,1142030
HI,96814,11320,863324
HI,96813,13080,1048835
HI,96797,36590,1897057
HI,96795,4830,218105
HI,96793,14740,863221
HI,96792,20160,849313
HI,96791,3780,198839
HI,96790,3750,319430
HI,96789,26760,1981915
HI,96786,18550,795792
HI,96783,970,39834
HI,96782,18570,1075815
HI,96781,820,36362
HI,96779,1990,127306
HI,96778,4900,168489
HI,96771,1580,55732
HI,96768,7950,463430
HI,96766,8510,476424
HI,96762,2300,96699
HI,96761,11300,675328
HI,96760,1350,51521
HI,96756,2660,172550
HI,96754,1870,131694
HI,96753,13000,791566
HI,96750,2740,129400
HI,96749,6450,269163
HI,96748,2040,87008
HI,96746,8630,463913
HI,96744,28100,2004568
HI,96743,5960,461878
HI,96741,2460,164135
HI,96740,13470,824027
HI,96738,3250,198595
HI,96734,23580,2055486
HI,96732,11460,559852
HI,96731,1340,62182
HI,96730,720,47511
HI,96727,2360,111510
HI,96725,1500,113080
HI,96722,1030,95372
HI,96720,22350,1190805
HI,96717,1940,91362
HI,96713,850,34164
HI,96712,3460,231337
HI,96708,3940,227908
HI,96707,19540,1313544
HI,96706,31330,1861035
HI,96704,2270,111412
HI,96701,21480,1460940
CA,96161,5560,548293
CA,96150,7800,388121
CA,96146,730,72748
CA,96137,1200,64543
CA,96134,880,41066
CA,96130,5980,327366
CA,96129,100,4151
CA,96128,240,13744
CA,96124,140,7252
CA,96122,1630,72184
CA,96121,150,9817
CA,96120,370,23152
CA,96118,570,29024
CA,96117,150,7494
CA,96114,1210,80298
CA,96109,320,14352
CA,96107,420,20001
CA,96105,180,9218
CA,96104,330,14301
CA,96103,730,44568
CA,96101,1980,90783
CA,96097,4200,188896
CA,96096,310,16192
CA,96094,2590,127413
CA,96091,240,13940
CA,96088,1840,92887
CA,96086,100,3762
CA,96080,11700,585280
CA,96073,2170,181885
CA,96069,350,17732
CA,96067,3490,193185
CA,96065,140,5449
CA,96064,1640,73642
CA,96062,470,33929
CA,96059,210,10784
CA,96058,280,10227
CA,96057,500,22676
CA,96056,660,35786
CA,96055,1450,70525
CA,96052,430,19248
CA,96051,460,23000
CA,96050,130,5303
CA,96048,260,11060
CA,96047,320,19578
CA,96044,360,16739
CA,96041,710,29105
CA,96040,110,4578
CA,96039,390,14031
CA,96038,260,11660
CA,96035,1140,42730
CA,96034,130,6029
CA,96033,140,6092
CA,96032,930,41797
CA,96028,560,30852
CA,96027,820,41136
CA,96025,900,33263
CA,96024,320,14701
CA,96023,450,18025
CA,96022,6450,355081
CA,96021,6080,248486
CA,96020,1160,62014
CA,96019,3780,154073
CA,96016,150,8906
CA,96015,130,5574
CA,96013,1610,76710
CA,96008,710,44446
CA,96007,8910,386159
CA,96006,210,10378
CA,96003,18610,984616
CA,96002,13750,680193
CA,96001,13870,861324
CA,95993,15260,953671
CA,95991,15870,726369
CA,95988,3690,193838
CA,95987,2830,136757
CA,95983,210,9579
CA,95982,1480,99034
CA,95979,180,8364
CA,95977,680,34205
CA,95975,740,40335
CA,95973,14890,993141
CA,95971,2710,145485
CA,95970,230,16299
CA,95969,11090,568988
CA,95968,760,27991
CA,95966,10710,509791
CA,95965,6990,279696
CA,95963,6410,309123
CA,95962,630,34720
CA,95961,9430,428209
CA,95960,510,18465
CA,95959,8410,619809
CA,95957,290,18707
CA,95954,4540,195956
CA,95953,4080,194499
CA,95949,8790,596861
CA,95948,4400,219575
CA,95947,690,31665
CA,95946,4530,327222
CA,95945,11480,625130
CA,95943,370,46867
CA,95942,600,40878
CA,95941,140,5679
CA,95939,130,5956
CA,95938,1860,164327
CA,95935,230,9652
CA,95934,120,5155
CA,95932,3310,198217
CA,95928,14500,955489
CA,95926,15280,792563
CA,95925,110,4840
CA,95922,190,7823
CA,95920,110,13519
CA,95919,460,19980
CA,95918,910,71430
CA,95917,1260,70194
CA,95916,450,17793
CA,95914,340,15139
CA,95912,2300,153861
CA,95903,990,34864
CA,95901,12610,548723
CA,95864,11350,1590721
CA,95843,20200,1044349
CA,95842,13840,529479
CA,95841,9050,387202
CA,95838,15200,510892
CA,95837,130,16140
CA,95835,16640,1263129
CA,95834,12330,669198
CA,95833,17730,884931
CA,95832,4480,143569
CA,95831,21450,1689492
CA,95830,400,32898
CA,95829,12770,826128
CA,95828,24790,950143
CA,95827,9890,467184
CA,95826,17460,917112
CA,95825,15130,720636
CA,95824,11210,333034
CA,95823,30810,1069275
CA,95822,19740,1007522
CA,95821,15840,849833
CA,95820,14840,602513
CA,95819,8990,960618
CA,95818,10780,945379
CA,95817,6150,284850
CA,95816,10340,762069
CA,95815,9590,320665
CA,95814,4260,266511
CA,95811,4040,225411
CA,95776,11110,635650
CA,95765,15730,1505748
CA,95762,18900,3005364
CA,95758,28300,1867982
CA,95757,18660,1485530
CA,95747,27890,2511949
CA,95746,10310,2133630
CA,95742,5240,472427
CA,95726,3770,218588
CA,95722,2360,235813
CA,95713,3550,221433
CA,95709,2270,156758
CA,95703,840,56878
CA,95695,16680,1018635
CA,95694,4470,302392
CA,95693,3260,321255
CA,95692,2090,125466
CA,95691,16690,1081068
CA,95690,1110,66112
CA,95689,590,44874
CA,95688,17230,1388522
CA,95687,28610,1859929
CA,95685,2230,146798
CA,95684,1210,72240
CA,95683,3130,348705
CA,95682,14250,1153424
CA,95681,550,26863
CA,95678,20430,1316650
CA,95677,12120,906190
CA,95674,390,30639
CA,95673,6670,310339
CA,95672,2170,204681
CA,95670,25290,1482478
CA,95669,1170,78915
CA,95668,350,25440
CA,95667,16420,1081796
CA,95666,2180,121605
CA,95665,2080,125454
CA,95664,620,49810
CA,95663,1330,131963
CA,95662,15370,1097466
CA,95661,14720,1271026
CA,95660,13520,454206
CA,95659,300,22977
CA,95658,3140,298203
CA,95655,1820,127707
CA,95652,230,8405
CA,95651,370,31754
CA,95650,6200,759664
CA,95648,23750,1893117
CA,95645,700,32787
CA,95642,3490,237189
CA,95641,760,37965
CA,95640,3570,204266
CA,95638,1010,77287
CA,95637,150,7683
CA,95636,390,20722
CA,95635,500,29353
CA,95634,1340,75542
CA,95633,1350,77787
CA,95632,12980,738635
CA,95631,2740,182998
CA,95630,31290,3259501
CA,95629,380,27862
CA,95628,20420,1710529
CA,95627,1720,97544
CA,95626,2610,146792
CA,95624,27530,1925216
CA,95623,2210,149214
CA,95621,20080,947948
CA,95620,9770,615210
