Stn ID,Average AGI,Connectors,Nearest Zip Distance,Stn Lat,Stn Lng,Stn State,Zip Code,formatted_agi
75827.0,89761.83,4.0,,38.347637,-122.26628000000001,CA,94558,"$89,761.83"
75828.0,38321.37,2.0,,39.029607,-122.58289099999999,CA,95423,"$38,321.37"
75829.0,321439.49,6.0,,33.53032,-117.77372,CA,92651,"$321,439.49"
75830.0,63671.44,2.0,,35.636004,-120.861929,CA,93446,"$63,671.44"
75832.0,244795.68,2.0,,32.978431,-117.25624499999999,CA,92014,"$244,795.68"
75833.0,109691.71,1.0,,34.642534000000005,-120.45321299999999,CA,93463,"$109,691.71"
75834.0,53086.76,2.0,,38.967412,-123.11454199999999,CA,95449,"$53,086.76"
75835.0,63671.44,2.0,,35.643714,-120.634103,CA,93446,"$63,671.44"
75836.0,100799.5,4.0,,33.694659,-117.858698,CA,92614,"$100,799.50"
75837.0,69751.85,1.0,,36.479764,-118.838416,CA,93271,"$69,751.85"
75838.0,54345.5,2.0,,40.578171999999995,-124.152349,CA,95540,"$54,345.50"
75839.0,106512.95,2.0,,38.577744,-122.877248,CA,95448,"$106,512.95"
75840.0,52187.88,1.0,,38.187779,-119.20638100000001,CA,93517,"$52,187.88"
75841.0,52562.71,2.0,,38.503807,-123.001678,CA,95446,"$52,562.71"
