,Zip Code,Number of Stations,Average AGI,Number of Connectors,AGI Range,Percentage of Total Zips
1933,95340,3,59994.68,3.0,50k-75k,37.0
1934,98102,3,116983.79,10.0,100k-125k,7.38
1935,63134,3,28220.650000000005,12.0,<50k,28.25
1936,93501,3,36710.59,11.0,<50k,28.25
1937,80249,3,50092.97,47.0,50k-75k,37.0
1938,44646,3,55528.63,4.0,50k-75k,37.0
1939,90502,3,58379.43,8.0,50k-75k,37.0
1940,53705,3,102532.38,5.0,100k-125k,7.38
1941,84058,3,50209.21,6.0,50k-75k,37.0
1942,60188,3,64806.57,6.0,50k-75k,37.0
1943,06002,3,75951.17,6.0,75k-100k,15.33
1944,34217,3,133433.18,3.0,125k-150k,3.78
1945,80537,3,62853.86000000001,7.0,50k-75k,37.0
1946,37405,3,87806.21,12.0,75k-100k,15.33
1947,95010,3,79580.26,7.0,75k-100k,15.33
1948,38305,3,64361.13,13.0,50k-75k,37.0
1949,73102,3,140561.46,6.0,125k-150k,3.78
1950,60642,2,92520.59,5.0,75k-100k,15.33
1951,28602,2,44382.75,4.0,<50k,28.25
1952,33414,2,102196.79,2.0,100k-125k,7.38
1953,96782,2,57932.96,3.0,50k-75k,37.0
1954,21901,2,62128.92,4.0,50k-75k,37.0
1955,93704,2,63006.29,16.0,50k-75k,37.0
1956,33136,2,29660.7,3.0,<50k,28.25
1957,30310,2,26082.53,3.0,<50k,28.25
1958,81003,2,36355.62,4.0,<50k,28.25
1959,90027,2,85139.62,9.0,75k-100k,15.33
1960,43537,2,75469.15,10.0,75k-100k,15.33
1961,02559,2,74081.22,6.0,50k-75k,37.0
1962,02917,2,72979.02,4.0,50k-75k,37.0
1963,85345,2,41763.53,4.0,<50k,28.25
1964,85635,2,51282.42,3.0,50k-75k,37.0
1965,53221,2,46489.4,3.0,<50k,28.25
1966,89423,2,82322.72,2.0,75k-100k,15.33
1967,53211,2,101797.44,8.0,100k-125k,7.38
1968,02466,2,157920.06,6.0,150k-175k,1.78
1969,30327,2,453657.33,4.0,175k+,5.88
1970,55103,2,35616.47,4.0,<50k,28.25
1971,24701,2,41231.44,3.0,<50k,28.25
1972,92040,2,61561.9,16.0,50k-75k,37.0
1973,20187,2,105862.83,4.0,100k-125k,7.38
1974,30039,2,46072.1,2.0,<50k,28.25
1975,92801,2,39035.87,6.0,<50k,28.25
1976,33130,2,45027.76,5.0,<50k,28.25
1977,89074,2,72629.49,3.0,50k-75k,37.0
1978,21227,2,47998.15,4.0,<50k,28.25
1979,77705,2,45765.75,4.0,<50k,28.25
1980,77386,2,98357.02,3.0,75k-100k,15.33
1981,33410,2,138403.01,3.0,125k-150k,3.78
1982,28741,2,83986.23,3.0,75k-100k,15.33
1983,48381,2,88339.49,2.0,75k-100k,15.33
1984,11430,2,50237.5,14.0,50k-75k,37.0
1985,80904,2,64445.66,4.0,50k-75k,37.0
1986,31548,2,46570.98,8.0,<50k,28.25
1987,75077,2,103120.93,5.0,100k-125k,7.38
1988,28719,2,40374.22,6.0,<50k,28.25
1989,80226,2,54626.62,4.0,50k-75k,37.0
1990,67401,2,52084.97,7.0,50k-75k,37.0
1991,76542,2,45659.84,4.0,<50k,28.25
1992,08016,2,61352.2,4.0,50k-75k,37.0
1993,20855,2,107811.52,2.0,100k-125k,7.38
1994,33756,2,68346.41,4.0,50k-75k,37.0
1995,35244,2,94189.73,6.0,75k-100k,15.33
1996,77025,2,129208.84,4.0,125k-150k,3.78
1997,11530,2,253771.61,6.0,175k+,5.88
1998,12010,2,48477.09,4.0,<50k,28.25
1999,37419,2,84676.27,4.0,75k-100k,15.33
2000,97361,2,50838.19,4.0,50k-75k,37.0
2001,33050,2,77546.63,6.0,75k-100k,15.33
2002,29673,2,51980.56,3.0,50k-75k,37.0
2003,89110,2,36684.61,4.0,<50k,28.25
2004,30809,2,89242.33,2.0,75k-100k,15.33
2005,39202,2,58633.86,3.0,50k-75k,37.0
2006,60914,2,66579.35,3.0,50k-75k,37.0
2007,25401,2,39362.5,9.0,<50k,28.25
2008,02061,2,191687.43,5.0,175k+,5.88
2009,32304,2,21057.0,5.0,<50k,28.25
2010,07030,2,157021.61,4.0,150k-175k,1.78
2011,92120,2,88582.77,12.0,75k-100k,15.33
2012,60007,2,67163.25,4.0,50k-75k,37.0
2013,80906,2,95763.89,6.0,75k-100k,15.33
2014,34683,2,78194.65,3.0,75k-100k,15.33
2015,01040,2,42968.24,4.0,<50k,28.25
2016,85935,2,60317.02,5.0,50k-75k,37.0
2017,95762,2,159013.97,10.0,150k-175k,1.78
2018,49525,2,79680.53,8.0,75k-100k,15.33
2019,49315,2,79084.62,6.0,75k-100k,15.33
2020,55379,2,76596.58,6.0,75k-100k,15.33
2021,20794,2,63024.2,6.0,50k-75k,37.0
2022,76550,2,55131.14,4.0,50k-75k,37.0
2023,05346,2,63034.67,14.0,50k-75k,37.0
2024,13502,2,41641.41,4.0,<50k,28.25
2025,31206,2,23661.74,4.0,<50k,28.25
2026,37932,2,80557.11,3.0,75k-100k,15.33
2027,85374,2,56813.34,4.0,50k-75k,37.0
2028,77070,2,70398.59,4.0,50k-75k,37.0
2029,05461,2,70821.84,4.0,50k-75k,37.0
2030,01730,2,139779.36,6.0,125k-150k,3.78
2031,95439,2,69317.78,3.0,50k-75k,37.0
2032,95670,2,58619.14,6.0,50k-75k,37.0
2033,06248,2,95804.68,4.0,75k-100k,15.33
2034,27302,2,55130.71,8.0,50k-75k,37.0
2035,59937,2,84581.48,2.0,75k-100k,15.33
2036,92629,2,129633.05,7.0,125k-150k,3.78
2037,02865,2,91827.64,4.0,75k-100k,15.33
2038,62864,2,50457.41,10.0,50k-75k,37.0
2039,63118,2,34121.11,4.0,<50k,28.25
2040,89434,2,51527.53,3.0,50k-75k,37.0
2041,06790,2,52262.31,2.0,50k-75k,37.0
2042,54403,2,60273.28,2.0,50k-75k,37.0
2043,50311,2,47767.3,3.0,<50k,28.25
2044,17201,2,46347.28,3.0,<50k,28.25
2045,89019,2,39752.14,10.0,<50k,28.25
2046,95726,2,57980.9,5.0,50k-75k,37.0
2047,76116,2,68085.88,4.0,50k-75k,37.0
2048,89030,2,26478.3,9.0,<50k,28.25
2049,75205,2,503351.33,3.0,175k+,5.88
2050,04967,2,47772.62,3.0,<50k,28.25
2051,91706,2,35861.52,15.0,<50k,28.25
2052,90041,2,67119.88,5.0,50k-75k,37.0
2053,19720,2,46178.76,5.0,<50k,28.25
2054,37212,2,113761.81,11.0,100k-125k,7.38
2055,91768,2,38128.14,21.0,<50k,28.25
2056,37404,2,38550.6,4.0,<50k,28.25
2057,63110,2,53386.76,6.0,50k-75k,37.0
2058,93662,2,38992.41,6.0,<50k,28.25
2059,71301,2,51673.96,10.0,50k-75k,37.0
2060,27526,2,69156.43,3.0,50k-75k,37.0
2061,27407,2,51470.92,4.0,50k-75k,37.0
2062,07834,2,117463.58,3.0,100k-125k,7.38
2063,48130,2,104719.87,4.0,100k-125k,7.38
2064,44202,2,110179.87,5.0,100k-125k,7.38
2065,63143,2,46723.84,4.0,<50k,28.25
2066,21012,2,106019.59,2.0,100k-125k,7.38
2067,66048,2,54621.22,2.0,50k-75k,37.0
2068,02920,2,55088.39,5.0,50k-75k,37.0
2069,28217,2,36418.49,3.0,<50k,28.25
2070,85331,2,112975.42,5.0,100k-125k,7.38
2071,76177,2,71785.98,12.0,50k-75k,37.0
2072,07079,2,170175.72,7.0,150k-175k,1.78
2073,97111,2,62710.0,3.0,50k-75k,37.0
2074,06110,2,56890.61,10.0,50k-75k,37.0
2075,89148,2,64202.07,15.0,50k-75k,37.0
2076,07081,2,113128.9,2.0,100k-125k,7.38
2077,43220,2,96367.53,4.0,75k-100k,15.33
2078,55112,2,72179.72,2.0,50k-75k,37.0
2079,30531,2,46531.62,2.0,<50k,28.25
2080,49508,2,44524.37,3.0,<50k,28.25
2081,06519,2,30160.62,4.0,<50k,28.25
2082,42071,2,51073.49,4.0,50k-75k,37.0
2083,72632,2,40466.67,2.0,<50k,28.25
2084,60174,2,99932.29,3.0,75k-100k,15.33
2085,48911,2,40053.67,6.0,<50k,28.25
2086,13021,2,53187.32,3.0,50k-75k,37.0
2087,01879,2,84829.15,8.0,75k-100k,15.33
2088,95215,2,46091.06,2.0,<50k,28.25
2089,20781,2,47418.38,4.0,<50k,28.25
2090,34145,2,238416.54,5.0,175k+,5.88
2091,32835,2,51346.47,10.0,50k-75k,37.0
2092,93442,2,62105.6,2.0,50k-75k,37.0
2093,31419,2,46873.4,6.0,<50k,28.25
2094,19004,2,167750.1,4.0,150k-175k,1.78
2095,02830,2,64536.0,4.0,50k-75k,37.0
2096,48706,2,49910.71,9.0,<50k,28.25
2097,28562,2,64516.26,3.0,50k-75k,37.0
2098,08873,2,80219.04,3.0,75k-100k,15.33
2099,97321,2,66031.26,7.0,50k-75k,37.0
2100,49036,2,49040.23,2.0,<50k,28.25
2101,60610,2,163791.66,3.0,150k-175k,1.78
2102,12801,2,46853.68,8.0,<50k,28.25
2103,15206,2,59046.35,13.0,50k-75k,37.0
2104,02905,2,44780.02,4.0,<50k,28.25
2105,18045,2,75737.01,6.0,75k-100k,15.33
2106,84321,2,50956.52,2.0,50k-75k,37.0
2107,44143,2,79111.36,3.0,75k-100k,15.33
2108,32832,2,76412.16,6.0,75k-100k,15.33
2109,70113,2,37448.38,3.0,<50k,28.25
2110,90029,2,35553.63,6.0,<50k,28.25
2111,48183,2,57340.44,4.0,50k-75k,37.0
2112,60090,2,55836.04,6.0,50k-75k,37.0
2113,84062,2,82020.35,3.0,75k-100k,15.33
2114,66801,2,46272.76,3.0,<50k,28.25
2115,95064,2,56167.8,9.0,50k-75k,37.0
2116,33027,2,67131.12,4.0,50k-75k,37.0
2117,31324,2,73006.12,2.0,50k-75k,37.0
2118,25979,2,42641.18,9.0,<50k,28.25
2119,33621,2,47429.35,6.0,<50k,28.25
2120,29303,2,32587.19,3.0,<50k,28.25
2121,79936,2,42352.96,4.0,<50k,28.25
2122,75023,2,70675.77,3.0,50k-75k,37.0
2123,32907,2,41923.19,6.0,<50k,28.25
2124,66209,2,158704.11,30.0,150k-175k,1.78
2125,08852,2,102799.16,3.0,100k-125k,7.38
2126,71105,2,60516.03,3.0,50k-75k,37.0
2127,58104,2,84194.89,4.0,75k-100k,15.33
2128,55077,2,92212.2,2.0,75k-100k,15.33
2129,94956,2,80933.75,6.0,75k-100k,15.33
2130,95746,2,206947.62,3.0,175k+,5.88
2131,55434,2,54557.4,2.0,50k-75k,37.0
2132,98108,2,54081.27,3.0,50k-75k,37.0
2133,06525,2,192543.34,3.0,175k+,5.88
2134,98375,2,62887.7,4.0,50k-75k,37.0
2135,98403,2,78540.38,4.0,75k-100k,15.33
2136,97498,2,49666.67,4.0,<50k,28.25
2137,78249,2,60980.99,6.0,50k-75k,37.0
2138,07105,2,35201.63,4.0,<50k,28.25
2139,95452,2,118883.33,2.0,100k-125k,7.38
2140,55807,2,41679.06,2.0,<50k,28.25
2141,52314,2,78721.94,3.0,75k-100k,15.33
2142,33157,2,59460.9,2.0,50k-75k,37.0
2143,98922,2,75981.29,5.0,75k-100k,15.33
2144,98607,2,118848.66,4.0,100k-125k,7.38
2145,19963,2,50444.76,5.0,50k-75k,37.0
2146,33071,2,74034.74,4.0,50k-75k,37.0
2147,98119,2,130419.56,9.0,125k-150k,3.78
2148,60604,2,557854.84,6.0,175k+,5.88
2149,37343,2,62549.67,4.0,50k-75k,37.0
2150,68850,2,40933.78,4.0,<50k,28.25
2151,93436,2,52727.35,3.0,50k-75k,37.0
2152,52246,2,74023.47,3.0,50k-75k,37.0
2153,65721,2,60559.02,4.0,50k-75k,37.0
2154,38237,2,48035.52,3.0,<50k,28.25
2155,32814,2,141618.78,2.0,125k-150k,3.78
2156,98660,2,68000.73,6.0,50k-75k,37.0
2157,68005,2,50176.61,3.0,50k-75k,37.0
2158,37924,2,44928.82,4.0,<50k,28.25
2159,20706,2,48667.77,7.0,<50k,28.25
2160,98003,2,51769.23,6.0,50k-75k,37.0
2161,34223,2,79433.78,4.0,75k-100k,15.33
2162,60525,2,105585.0,3.0,100k-125k,7.38
2163,52060,2,50255.94,2.0,50k-75k,37.0
2164,89706,2,43230.45,3.0,<50k,28.25
2165,92373,2,93258.25,7.0,75k-100k,15.33
2166,46227,2,40177.84,4.0,<50k,28.25
2167,33781,2,38169.14,2.0,<50k,28.25
2168,64139,2,87824.36,12.0,75k-100k,15.33
2169,80921,2,108095.41,4.0,100k-125k,7.38
2170,19053,2,70867.55,2.0,50k-75k,37.0
2171,59068,2,63975.26,5.0,50k-75k,37.0
2172,90670,2,55683.09,8.0,50k-75k,37.0
2173,91754,2,58288.26,4.0,50k-75k,37.0
2174,76092,2,300332.66,6.0,175k+,5.88
2175,33063,2,42256.2,2.0,<50k,28.25
2176,10926,2,71354.87,4.0,50k-75k,37.0
2177,01069,2,55525.42,4.0,50k-75k,37.0
2178,02888,2,57695.39,6.0,50k-75k,37.0
2179,01267,2,99973.96,5.0,75k-100k,15.33
2180,01757,2,69442.86,5.0,50k-75k,37.0
2181,01950,2,113849.63,4.0,100k-125k,7.38
2182,20746,2,45555.78,3.0,<50k,28.25
2183,62704,2,69316.11,12.0,50k-75k,37.0
2184,61265,2,54620.2,3.0,50k-75k,37.0
2185,26836,2,37597.73,4.0,<50k,28.25
2186,95610,2,48546.15,4.0,<50k,28.25
2187,32405,2,51531.61,2.0,50k-75k,37.0
2188,46845,2,99166.93,6.0,75k-100k,15.33
2189,89146,2,53302.27,15.0,50k-75k,37.0
2190,78215,2,77530.0,4.0,75k-100k,15.33
2191,34232,2,52172.81,4.0,50k-75k,37.0
2192,84721,2,44947.65,4.0,<50k,28.25
2193,75207,2,96784.39,4.0,75k-100k,15.33
2194,53132,2,82735.79,2.0,75k-100k,15.33
2195,32822,2,29921.98,4.0,<50k,28.25
2196,98304,2,47091.89,7.0,<50k,28.25
2197,31905,2,42150.51,4.0,<50k,28.25
2198,21043,2,104425.16,3.0,100k-125k,7.38
2199,80603,2,66849.83,4.0,50k-75k,37.0
2200,01609,2,74919.15,6.0,50k-75k,37.0
2201,28560,2,49013.61,2.0,<50k,28.25
2202,97417,2,37771.74,3.0,<50k,28.25
2203,80030,2,41348.18,8.0,<50k,28.25
2204,22554,2,82225.93,7.0,75k-100k,15.33
2205,98166,2,92068.77,10.0,75k-100k,15.33
2206,37215,2,217396.7,3.0,175k+,5.88
2207,29621,2,60900.95,3.0,50k-75k,37.0
2208,08837,2,96498.02,10.0,75k-100k,15.33
2209,75237,2,26276.05,3.0,<50k,28.25
2210,94592,2,94714.29,6.0,75k-100k,15.33
2211,95425,2,63409.5,5.0,50k-75k,37.0
2212,53217,2,199806.04,3.0,175k+,5.88
2213,78221,2,32322.84,4.0,<50k,28.25
2214,43551,2,81455.45,2.0,75k-100k,15.33
2215,21788,2,62406.83,3.0,50k-75k,37.0
2216,29210,2,35243.01,4.0,<50k,28.25
2217,28147,2,46182.46,5.0,<50k,28.25
2218,53965,2,50775.16,4.0,50k-75k,37.0
2219,03431,2,69430.88,5.0,50k-75k,37.0
2220,54656,2,48939.79,2.0,<50k,28.25
2221,95620,2,62969.29,7.0,50k-75k,37.0
2222,50131,2,105899.18,3.0,100k-125k,7.38
2223,46360,2,45378.13,4.0,<50k,28.25
2224,78726,2,98012.57,5.0,75k-100k,15.33
2225,92637,2,60559.71,5.0,50k-75k,37.0
2226,32257,2,59966.8,3.0,50k-75k,37.0
2227,30568,2,44004.94,2.0,<50k,28.25
2228,64735,2,47761.73,12.0,<50k,28.25
2229,38555,2,45375.46,5.0,<50k,28.25
2230,23704,2,35654.19,3.0,<50k,28.25
2231,13204,2,30902.26,2.0,<50k,28.25
2232,11701,2,56190.79,4.0,50k-75k,37.0
2233,80530,2,60888.99,4.0,50k-75k,37.0
2234,33146,2,267240.32,10.0,175k+,5.88
2235,46143,2,71702.69,3.0,50k-75k,37.0
2236,08854,2,72605.58,4.0,50k-75k,37.0
2237,91403,2,152506.27,5.0,150k-175k,1.78
2238,48302,2,263133.74,3.0,175k+,5.88
2239,30577,2,46582.1,4.0,<50k,28.25
2240,86025,2,40044.59,6.0,<50k,28.25
2241,07604,2,82911.57,5.0,75k-100k,15.33
2242,11795,2,93868.47,3.0,75k-100k,15.33
2243,31029,2,53649.93,3.0,50k-75k,37.0
2244,94560,2,73392.61,6.0,50k-75k,37.0
2245,14845,2,65817.44,3.0,50k-75k,37.0
2246,63102,2,68242.71,3.0,50k-75k,37.0
2247,83687,2,46463.42,2.0,<50k,28.25
2248,91803,2,48853.5,9.0,<50k,28.25
2249,85713,2,30545.55,3.0,<50k,28.25
2250,64151,2,67788.45,12.0,50k-75k,37.0
2251,37312,2,56806.24,5.0,50k-75k,37.0
2252,95304,2,87109.67,5.0,75k-100k,15.33
2253,91762,2,41238.79,9.0,<50k,28.25
2254,71203,2,49566.92,9.0,<50k,28.25
2255,30135,2,54497.34,2.0,50k-75k,37.0
2256,11101,2,76112.38,4.0,75k-100k,15.33
2257,90630,2,76200.92,8.0,75k-100k,15.33
2258,77521,2,59884.46,4.0,50k-75k,37.0
2259,48084,2,117544.24,3.0,100k-125k,7.38
2260,84095,2,88458.91,7.0,75k-100k,15.33
2261,14620,2,49234.94,3.0,<50k,28.25
2262,78212,2,92176.74,7.0,75k-100k,15.33
2263,15108,2,76661.52,5.0,75k-100k,15.33
2264,02190,2,73824.7,4.0,50k-75k,37.0
2265,37355,2,46597.16,4.0,<50k,28.25
2266,43615,2,53314.83,3.0,50k-75k,37.0
2267,83713,2,58243.32,4.0,50k-75k,37.0
2268,48111,2,54099.26,4.0,50k-75k,37.0
2269,95242,2,74655.38,3.0,50k-75k,37.0
2270,48239,2,41470.6,2.0,<50k,28.25
2271,62269,2,77341.3,4.0,75k-100k,15.33
2272,20715,2,77654.51,8.0,75k-100k,15.33
2273,94923,2,95190.14,4.0,75k-100k,15.33
2274,50129,2,55036.97,3.0,50k-75k,37.0
2275,20743,2,42204.51,5.0,<50k,28.25
2276,69153,2,49759.57,10.0,<50k,28.25
2277,47401,2,78141.73,3.0,75k-100k,15.33
2278,55343,2,69648.81,4.0,50k-75k,37.0
2279,38242,2,46503.79,4.0,<50k,28.25
2280,32811,2,26189.67,8.0,<50k,28.25
2281,97218,2,45962.96,9.0,<50k,28.25
2282,93950,2,83852.9,4.0,75k-100k,15.33
2283,66224,2,282789.79,8.0,175k+,5.88
2284,19122,2,35337.25,4.0,<50k,28.25
2285,92807,2,105510.76,5.0,100k-125k,7.38
2286,22630,2,57413.47,4.0,50k-75k,37.0
2287,61801,2,51575.16,4.0,50k-75k,37.0
2288,68847,2,53396.45,4.0,50k-75k,37.0
2289,80516,2,104036.94,5.0,100k-125k,7.38
2290,85353,2,39659.78,12.0,<50k,28.25
2291,14150,2,47865.11,4.0,<50k,28.25
2292,77388,2,76810.7,5.0,75k-100k,15.33
2293,46514,2,55920.42,2.0,50k-75k,37.0
2294,15236,2,61828.66,3.0,50k-75k,37.0
2295,14303,2,27795.58,6.0,<50k,28.25
2296,66047,2,73127.25,4.0,50k-75k,37.0
2297,45387,2,70765.85,4.0,50k-75k,37.0
2298,91766,2,39810.74,6.0,<50k,28.25
2299,27518,2,131439.67,2.0,125k-150k,3.78
2300,14618,2,118480.4,4.0,100k-125k,7.38
2301,85040,2,31247.22,4.0,<50k,28.25
2302,80014,2,53110.22,8.0,50k-75k,37.0
2303,78620,2,123507.89,2.0,100k-125k,7.38
2304,06851,2,85902.29,3.0,75k-100k,15.33
2305,32308,2,71970.6,8.0,50k-75k,37.0
2306,82801,2,66568.54,6.0,50k-75k,37.0
2307,92843,2,37331.86,4.0,<50k,28.25
2308,67202,2,83071.58,3.0,75k-100k,15.33
2309,44483,2,39196.12,2.0,<50k,28.25
2310,75038,2,83478.27,4.0,75k-100k,15.33
2311,93622,2,48646.75,2.0,<50k,28.25
2312,54481,2,47357.33,2.0,<50k,28.25
2313,91710,2,59268.61,7.0,50k-75k,37.0
2314,28105,2,75747.24,4.0,75k-100k,15.33
2315,92240,2,31820.0,3.0,<50k,28.25
2316,64064,2,100404.82,14.0,100k-125k,7.38
2317,94112,2,56190.95,6.0,50k-75k,37.0
2318,92509,2,41690.72,4.0,<50k,28.25
2319,78660,2,61235.53,14.0,50k-75k,37.0
2320,32779,2,126929.55,3.0,125k-150k,3.78
2321,65203,2,79793.35,2.0,75k-100k,15.33
2322,37209,2,50716.12,2.0,50k-75k,37.0
2323,90731,2,54640.6,5.0,50k-75k,37.0
2324,46320,2,28166.47,4.0,<50k,28.25
2325,31322,2,64656.41,6.0,50k-75k,37.0
2326,31408,2,31473.81,8.0,<50k,28.25
2327,22980,2,49676.9,2.0,<50k,28.25
2328,93430,2,81718.83,4.0,75k-100k,15.33
2329,91744,2,36237.6,8.0,<50k,28.25
2330,37228,2,39067.57,3.0,<50k,28.25
2331,01096,2,72986.05,8.0,50k-75k,37.0
2332,58401,2,60526.75,3.0,50k-75k,37.0
2333,97756,2,50344.15,4.0,50k-75k,37.0
2334,37356,2,46927.93,3.0,<50k,28.25
2335,55428,2,46582.03,6.0,<50k,28.25
2336,15314,2,51436.69,2.0,50k-75k,37.0
2337,02809,2,71429.04,4.0,50k-75k,37.0
2338,29575,2,50760.87,3.0,50k-75k,37.0
2339,77017,2,35346.91,3.0,<50k,28.25
2340,33461,2,31405.91,4.0,<50k,28.25
2341,33186,2,53766.58,4.0,50k-75k,37.0
2342,78233,2,43685.65,2.0,<50k,28.25
2343,52245,2,76237.66,4.0,75k-100k,15.33
2344,94578,2,50673.82,13.0,50k-75k,37.0
2345,05656,2,40268.18,4.0,<50k,28.25
2346,28739,2,62146.91,3.0,50k-75k,37.0
2347,55044,2,103666.27,4.0,100k-125k,7.38
2348,85743,2,66348.66,7.0,50k-75k,37.0
2349,21403,2,99553.15,4.0,75k-100k,15.33
2350,17402,2,68671.19,3.0,50k-75k,37.0
2351,85234,2,81890.69,4.0,75k-100k,15.33
2352,05446,2,69220.09,3.0,50k-75k,37.0
2353,97741,2,43778.78,5.0,<50k,28.25
2354,94027,2,1496505.85,8.0,175k+,5.88
2355,17050,2,93720.76,4.0,75k-100k,15.33
2356,29464,2,108259.94,4.0,100k-125k,7.38
2357,52655,2,56031.73,5.0,50k-75k,37.0
2358,95466,2,46476.27,4.0,<50k,28.25
2359,89052,2,134795.31,4.0,125k-150k,3.78
2360,33572,2,98215.45,4.0,75k-100k,15.33
2361,48207,2,40207.94,4.0,<50k,28.25
2362,22601,2,58404.43,3.0,50k-75k,37.0
2363,90623,2,74794.63,3.0,50k-75k,37.0
2364,21207,2,43800.29,3.0,<50k,28.25
2365,96756,2,64868.42,9.0,50k-75k,37.0
2366,18507,2,80582.56,10.0,75k-100k,15.33
2367,28144,2,51317.31,4.0,50k-75k,37.0
2368,12589,2,63979.06,4.0,50k-75k,37.0
2369,77802,2,63948.18,4.0,50k-75k,37.0
2370,97055,2,62023.41,11.0,50k-75k,37.0
2371,39530,2,34808.92,6.0,<50k,28.25
2372,92127,2,155277.69,5.0,150k-175k,1.78
2373,94506,2,253389.41,7.0,175k+,5.88
2374,46368,2,51389.52,4.0,50k-75k,37.0
2375,54981,2,55552.6,1.0,50k-75k,37.0
2376,59901,2,53988.21,3.0,50k-75k,37.0
2377,92071,2,64108.34,6.0,50k-75k,37.0
2378,91763,2,40152.11,8.0,<50k,28.25
2379,92625,2,377225.23,4.0,175k+,5.88
2380,97138,2,48617.28,10.0,<50k,28.25
2381,95624,2,69931.57,2.0,50k-75k,37.0
2382,91915,2,76897.14,7.0,75k-100k,15.33
2383,95032,2,370852.44,4.0,175k+,5.88
2384,75244,2,120683.86,3.0,100k-125k,7.38
2385,03846,2,117564.71,4.0,100k-125k,7.38
2386,75013,2,139416.64,3.0,125k-150k,3.78
2387,04281,2,39573.97,4.0,<50k,28.25
2388,84532,2,54564.27,6.0,50k-75k,37.0
2389,95122,2,40383.18,9.0,<50k,28.25
2390,48313,2,58601.83,6.0,50k-75k,37.0
2391,30533,2,49973.54,4.0,<50k,28.25
2392,04011,2,65712.1,4.0,50k-75k,37.0
2393,90247,2,41749.83,2.0,<50k,28.25
2394,76133,2,45637.46,2.0,<50k,28.25
2395,04032,2,87742.12,3.0,75k-100k,15.33
2396,61822,2,97114.83,9.0,75k-100k,15.33
2397,07446,2,148592.72,6.0,125k-150k,3.78
2398,28043,2,39381.05,2.0,<50k,28.25
2399,94606,2,45496.78,3.0,<50k,28.25
2400,75230,2,264697.84,4.0,175k+,5.88
2401,31525,2,44055.85,4.0,<50k,28.25
2402,28732,2,64442.86,4.0,50k-75k,37.0
2403,17350,2,52854.43,3.0,50k-75k,37.0
2404,92336,2,55936.94,2.0,50k-75k,37.0
2405,77566,2,93132.93,3.0,75k-100k,15.33
2406,53190,2,52686.41,3.0,50k-75k,37.0
2407,28345,2,35604.5,3.0,<50k,28.25
2408,48307,2,82492.38,3.0,75k-100k,15.33
2409,32127,2,61516.81,8.0,50k-75k,37.0
2410,84103,2,112175.11,12.0,100k-125k,7.38
2411,98506,2,65311.31,3.0,50k-75k,37.0
2412,07201,2,31766.38,8.0,<50k,28.25
2413,75010,2,80693.88,3.0,75k-100k,15.33
2414,23452,2,61890.64,5.0,50k-75k,37.0
2415,99218,2,60295.83,3.0,50k-75k,37.0
2416,54952,2,57525.78,3.0,50k-75k,37.0
2417,27263,2,42054.0,4.0,<50k,28.25
2418,90278,2,104133.81,9.0,100k-125k,7.38
2419,29456,2,42202.95,4.0,<50k,28.25
2420,28501,2,32998.14,2.0,<50k,28.25
2421,55423,2,54363.08,7.0,50k-75k,37.0
2422,83401,2,48740.65,11.0,<50k,28.25
2423,05674,2,84410.26,6.0,75k-100k,15.33
2424,06357,2,80420.45,3.0,75k-100k,15.33
2425,78210,2,32912.33,4.0,<50k,28.25
2426,91604,2,131498.88,5.0,125k-150k,3.78
2427,45040,2,104428.31,7.0,100k-125k,7.38
2428,03907,2,85957.14,5.0,75k-100k,15.33
2429,31088,2,54955.83,3.0,50k-75k,37.0
2430,04901,2,48893.25,5.0,<50k,28.25
2431,30052,2,53832.36,3.0,50k-75k,37.0
2432,93635,2,46962.66,4.0,<50k,28.25
2433,29150,2,46983.66,3.0,<50k,28.25
2434,92203,2,70417.97,10.0,50k-75k,37.0
2435,10549,2,226083.29,6.0,175k+,5.88
2436,02144,2,77822.53,4.0,75k-100k,15.33
2437,24091,2,47532.02,3.0,<50k,28.25
2438,33713,2,40670.69,4.0,<50k,28.25
2439,21113,2,77214.63,4.0,75k-100k,15.33
2440,21402,2,52230.0,3.0,50k-75k,37.0
2441,11231,2,136237.74,6.0,125k-150k,3.78
2442,95209,2,57867.31,4.0,50k-75k,37.0
2443,53713,2,42722.91,4.0,<50k,28.25
2444,27612,2,89480.15,4.0,75k-100k,15.33
2445,34748,2,48420.46,4.0,<50k,28.25
2446,32570,2,47700.08,18.0,<50k,28.25
2447,37208,2,39360.17,4.0,<50k,28.25
2448,37620,2,47065.41,9.0,<50k,28.25
2449,78722,2,63762.71,4.0,50k-75k,37.0
2450,01606,2,57883.65,4.0,50k-75k,37.0
2451,85194,2,63858.7,8.0,50k-75k,37.0
2452,55033,2,67677.46,2.0,50k-75k,37.0
2453,10451,2,31352.63,4.0,<50k,28.25
2454,05055,2,126978.02,4.0,125k-150k,3.78
2455,36830,2,75497.25,7.0,75k-100k,15.33
2456,55016,2,69426.92,5.0,50k-75k,37.0
2457,89139,2,56550.99,3.0,50k-75k,37.0
2458,98045,2,103995.1,9.0,100k-125k,7.38
2459,20016,2,271321.73,4.0,175k+,5.88
2460,88401,2,33139.62,9.0,<50k,28.25
2461,14456,2,48460.88,4.0,<50k,28.25
2462,95450,2,61645.0,4.0,50k-75k,37.0
